,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
670,702,702,Botafogo (RJ),2–1,Flamengo,Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/f9b7e0c7/Botafogo-RJ-Flamengo-November-10-2018-Serie-A"">Match Report",0.34,0.66,0.68,0.81,0.31,0.31,0.75,0.5,30.0,4.0,13.0,431.0,10.0,9.0,17.0,25.0,4.0,14.0,14.0,73.0,16.0,3.0,23.0,676.0,11.0,6.0,24.0,13.0,2.0,7.0,20.0,50.0,1,1,0,3,0,0.4855882352941176,0.52,0.796470588235294,0.8066666666666666,0.3735294117647059,0.3333333333333333,0.6620588235294117,0.8333333333333334,14.558823529411764,16.0,5.382352941176471,6.666666666666667,24.08823529411765,22.0,604.3529411764706,597.6666666666666,15.970588235294118,12.666666666666666,16.08823529411765,16.333333333333332,19.470588235294116,30.333333333333332,23.823529411764707,29.333333333333332,1.411764705882353,0.0,7.323529411764706,5.333333333333333,20.5,19.333333333333332,56.35294117647059,56.0,0.5658823529411764,0.59,0.8423529411764706,0.84,0.35000000000000003,0.49666666666666676,0.6279411764705882,0.7766666666666667,14.823529411764707,14.666666666666666,5.735294117647059,6.0,22.970588235294116,26.666666666666668,673.6764705882352,738.6666666666666,17.676470588235293,19.333333333333332,12.882352941176471,11.666666666666666,14.647058823529411,14.666666666666666,21.5,16.666666666666668,1.6470588235294117,0.6666666666666666,7.970588235294118,6.0,22.794117647058822,27.0,48.705882352941174,44.666666666666664,8.0,9.0,4.0,7.0,3.0,1.0,1,3,7.0
671,703,703,Atl Paranaense,2–0,Cruzeiro,Anderson Daronco,2,0,"https://fbref.com/en/matches/5c936572/Atletico-Paranaense-Cruzeiro-November-10-2018-Serie-A"">Match Report",0.45,0.55,0.83,0.88,0.36,0.25,1.0,0.5,16.0,4.0,12.0,600.0,12.0,13.0,13.0,19.0,0.0,6.0,14.0,75.0,14.0,3.0,19.0,709.0,9.0,10.0,13.0,10.0,1.0,5.0,27.0,45.0,2,1,0,3,0,0.5619999999999999,0.6733333333333332,0.8508571428571428,0.9,0.4048571428571429,0.38666666666666666,0.6848571428571428,0.9166666666666666,13.914285714285715,13.666666666666666,6.0,6.666666666666667,23.771428571428572,30.0,688.9142857142857,769.3333333333334,11.371428571428572,8.333333333333334,11.17142857142857,8.666666666666666,16.057142857142857,14.333333333333334,18.17142857142857,10.666666666666666,1.9714285714285715,0.6666666666666666,8.17142857142857,5.0,24.17142857142857,19.333333333333332,60.857142857142854,54.666666666666664,0.5042424242424243,0.48666666666666664,0.8127272727272727,0.8233333333333333,0.3275757575757576,0.24333333333333332,0.6633333333333333,0.43333333333333335,15.333333333333334,14.666666666666666,4.636363636363637,4.333333333333333,18.272727272727273,15.666666666666666,640.7575757575758,599.6666666666666,17.242424242424242,15.0,12.333333333333334,9.666666666666666,15.090909090909092,12.0,23.96969696969697,26.0,1.6363636363636365,1.0,8.393939393939394,8.666666666666666,22.818181818181817,20.0,52.21212121212121,47.333333333333336,15.0,5.0,9.0,3.0,3.0,3.0,1,2,7.0
672,704,704,Ceará,1–1,Internacional,Dewson Fernando Freitas da Silva,1,1,"https://fbref.com/en/matches/100fc52d/Ceara-Internacional-November-11-2018-Serie-A"">Match Report",0.4,0.6,0.83,0.84,0.24,0.8,0.75,0.8,11.0,6.0,27.0,541.0,10.0,7.0,19.0,30.0,2.0,5.0,22.0,48.0,15.0,5.0,15.0,688.0,21.0,5.0,23.0,27.0,1.0,12.0,21.0,56.0,0,0,0,1,1,0.45466666666666655,0.42,0.8059999999999999,0.7833333333333333,0.29133333333333333,0.36000000000000004,0.7013333333333333,0.7200000000000001,15.866666666666667,17.0,5.6,4.0,22.333333333333332,16.333333333333332,573.9333333333333,525.0,16.933333333333334,16.666666666666668,11.4,11.666666666666666,16.466666666666665,16.333333333333332,20.2,21.333333333333332,0.8666666666666667,0.6666666666666666,8.0,9.0,21.666666666666668,21.333333333333332,51.266666666666666,49.666666666666664,0.47625,0.5166666666666667,0.798125,0.84,0.33625,0.29000000000000004,0.73125,0.66,14.75,13.333333333333334,4.75,3.6666666666666665,18.5,18.333333333333332,602.125,639.6666666666666,19.0625,18.666666666666668,16.0,12.333333333333334,18.625,17.666666666666668,26.4375,21.666666666666668,1.125,1.0,10.0625,6.666666666666667,20.9375,20.666666666666668,57.3125,51.333333333333336,12.0,3.0,9.0,2.0,3.0,1.0,2,2,11.0
673,705,705,Vitória,2–2,Bahia,Luiz Flávio de Oliveira,2,2,"https://fbref.com/en/matches/ef8080d3/Vitoria-Bahia-November-11-2018-Serie-A"">Match Report",0.5,0.5,0.73,0.7,0.33,0.18,0.0,0.66,18.0,4.0,13.0,517.0,13.0,11.0,15.0,20.0,3.0,10.0,27.0,67.0,25.0,5.0,19.0,486.0,12.0,9.0,27.0,11.0,3.0,8.0,19.0,73.0,0,0,0,1,1,0.5031428571428571,0.5433333333333333,0.7942857142857142,0.8433333333333333,0.29428571428571426,0.27,0.6645714285714285,0.58,17.02857142857143,14.333333333333334,5.685714285714286,5.666666666666667,25.0,28.666666666666668,601.3714285714286,649.0,14.542857142857143,15.666666666666666,15.628571428571428,13.666666666666666,16.942857142857143,11.333333333333334,21.114285714285714,20.666666666666668,1.542857142857143,0.3333333333333333,6.514285714285714,6.333333333333333,21.942857142857143,21.333333333333332,56.542857142857144,41.333333333333336,0.44999999999999996,0.35000000000000003,0.7741176470588237,0.7066666666666667,0.3235294117647059,0.3,0.6726470588235294,0.6633333333333334,17.352941176470587,20.333333333333332,4.882352941176471,4.0,17.058823529411764,8.666666666666666,569.7058823529412,465.6666666666667,17.852941176470587,19.666666666666668,13.5,9.666666666666666,16.529411764705884,24.0,28.558823529411764,37.0,1.1764705882352942,0.0,9.088235294117647,8.666666666666666,21.61764705882353,20.666666666666668,55.470588235294116,54.333333333333336,4.0,4.0,1.0,4.0,0.0,0.0,2,4,9.0
674,706,706,Grêmio,2–1,Vasco da Gama,Raphael Claus,2,1,"https://fbref.com/en/matches/673d5819/Gremio-Vasco-da-Gama-November-11-2018-Serie-A"">Match Report",0.71,0.29,0.89,0.71,0.21,0.33,0.5,0.25,12.0,7.0,27.0,802.0,16.0,9.0,20.0,14.0,1.0,7.0,20.0,40.0,17.0,2.0,10.0,405.0,15.0,9.0,12.0,22.0,0.0,12.0,14.0,60.0,1,1,0,3,0,0.5978125000000001,0.6766666666666667,0.861875,0.8633333333333333,0.38312500000000005,0.3133333333333333,0.7428125000000001,0.3666666666666667,14.0625,11.666666666666666,6.375,12.0,20.03125,35.666666666666664,769.03125,810.0,16.375,17.666666666666668,14.59375,11.333333333333334,13.53125,19.666666666666668,15.09375,18.0,2.0625,2.0,5.75,4.333333333333333,18.59375,23.666666666666668,51.90625,43.666666666666664,0.46483870967741936,0.45,0.7864516129032256,0.79,0.34419354838709687,0.35000000000000003,0.6435483870967743,0.79,14.774193548387096,14.333333333333334,4.354838709677419,4.0,16.35483870967742,17.666666666666668,576.5483870967741,563.6666666666666,16.516129032258064,18.0,13.838709677419354,11.666666666666666,14.806451612903226,15.666666666666666,26.161290322580644,23.0,1.1935483870967742,0.6666666666666666,10.35483870967742,13.333333333333334,19.967741935483872,17.666666666666668,56.774193548387096,58.666666666666664,8.0,6.0,4.0,4.0,0.0,3.0,1,3,9.0
675,707,707,Atlético Mineiro,1–1,Palmeiras,Wilton Sampaio,1,1,"https://fbref.com/en/matches/19118acd/Atletico-Mineiro-Palmeiras-November-11-2018-Serie-A"">Match Report",0.55,0.45,0.79,0.73,0.44,0.43,0.66,0.87,22.0,6.0,15.0,608.0,12.0,13.0,16.0,29.0,0.0,7.0,22.0,42.0,14.0,4.0,14.0,505.0,20.0,7.0,15.0,17.0,4.0,10.0,21.0,63.0,0,0,0,1,1,0.5897142857142857,0.59,0.8362857142857143,0.8633333333333333,0.3445714285714285,0.22666666666666668,0.6788571428571429,0.6166666666666667,16.542857142857144,15.333333333333334,7.371428571428571,10.0,26.914285714285715,28.0,697.5142857142857,698.6666666666666,17.914285714285715,13.333333333333334,13.514285714285714,11.666666666666666,14.771428571428572,15.666666666666666,16.8,17.333333333333332,1.8857142857142857,1.0,7.3428571428571425,8.666666666666666,24.542857142857144,26.0,53.371428571428574,50.666666666666664,0.5102857142857142,0.3933333333333333,0.7837142857142858,0.66,0.36400000000000005,0.43999999999999995,0.68,0.9166666666666666,17.314285714285713,16.666666666666668,4.514285714285714,3.6666666666666665,16.17142857142857,10.666666666666666,621.0571428571428,495.3333333333333,17.97142857142857,17.0,13.82857142857143,13.333333333333334,16.257142857142856,23.333333333333332,24.62857142857143,34.333333333333336,1.2857142857142858,1.6666666666666667,7.485714285714286,11.333333333333334,22.742857142857144,23.333333333333332,56.42857142857143,70.66666666666667,10.0,11.0,4.0,7.0,0.0,1.0,2,2,10.0
676,709,709,Santos,0–1,Chapecoense,Rafael Traci,0,1,"https://fbref.com/en/matches/ae7cc535/Santos-Chapecoense-November-12-2018-Serie-A"">Match Report",0.63,0.37,0.79,0.61,0.11,0.43,0.66,1.0,15.0,5.0,29.0,699.0,15.0,16.0,24.0,16.0,3.0,6.0,51.0,53.0,24.0,4.0,16.0,473.0,27.0,10.0,14.0,27.0,4.0,15.0,25.0,76.0,-1,0,1,0,3,0.5364705882352941,0.5866666666666667,0.848235294117647,0.84,0.3602941176470588,0.36999999999999994,0.8155882352941176,1.0,13.529411764705882,14.0,7.147058823529412,9.666666666666666,25.029411764705884,32.333333333333336,674.0,678.6666666666666,15.882352941176471,13.0,14.411764705882353,16.666666666666668,14.352941176470589,22.0,20.470588235294116,12.0,2.176470588235294,2.3333333333333335,7.911764705882353,6.666666666666667,21.823529411764707,28.666666666666668,45.44117647058823,43.0,0.4364705882352941,0.47000000000000003,0.7644117647058825,0.7799999999999999,0.3185294117647059,0.26,0.588235294117647,0.5766666666666667,18.441176470588236,19.0,5.176470588235294,5.0,18.38235294117647,20.0,546.9705882352941,569.6666666666666,15.735294117647058,18.333333333333332,15.441176470588236,14.0,15.352941176470589,18.666666666666668,24.647058823529413,19.666666666666668,1.3235294117647058,2.3333333333333335,8.676470588235293,10.333333333333334,21.88235294117647,22.333333333333332,56.35294117647059,55.666666666666664,11.0,1.0,9.0,0.0,3.0,0.0,0,1,9.0
677,710,710,Vasco da Gama,1–1,Atl Paranaense,Leandro Pedro Vuaden,1,1,"https://fbref.com/en/matches/95600054/Vasco-da-Gama-Atletico-Paranaense-November-14-2018-Serie-A"">Match Report",0.46,0.54,0.83,0.84,0.5,0.29,0.8,0.87,13.0,5.0,22.0,600.0,23.0,10.0,10.0,45.0,0.0,7.0,14.0,69.0,9.0,7.0,31.0,685.0,11.0,15.0,21.0,22.0,4.0,1.0,32.0,44.0,0,0,0,1,1,0.5149999999999999,0.55,0.8108823529411766,0.84,0.3391176470588235,0.3566666666666667,0.6379411764705882,0.8300000000000001,15.794117647058824,14.333333333333334,5.676470588235294,6.666666666666667,23.147058823529413,19.0,615.2058823529412,641.3333333333334,16.264705882352942,11.333333333333334,13.441176470588236,10.0,14.911764705882353,15.666666666666666,20.029411764705884,23.0,1.411764705882353,2.6666666666666665,7.264705882352941,6.333333333333333,21.91176470588235,20.666666666666668,53.8235294117647,58.333333333333336,0.5022857142857143,0.47666666666666674,0.8140000000000001,0.7966666666666667,0.3334285714285714,0.3133333333333333,0.7894285714285715,0.7333333333333334,14.857142857142858,17.333333333333332,4.571428571428571,5.666666666666667,16.428571428571427,14.666666666666666,639.0285714285715,592.3333333333334,13.428571428571429,11.333333333333334,12.114285714285714,10.0,15.485714285714286,15.666666666666666,28.142857142857142,33.333333333333336,1.6285714285714286,1.6666666666666667,9.8,11.0,21.514285714285716,23.0,58.31428571428572,63.0,8.0,1.0,7.0,1.0,1.0,0.0,2,2,12.0
678,711,711,Bahia,2–1,Ceará,Raphael Claus,2,1,"https://fbref.com/en/matches/3953b88f/Bahia-Ceara-November-14-2018-Serie-A"">Match Report",0.62,0.38,0.86,0.79,0.48,0.43,0.66,0.81,11.0,10.0,30.0,741.0,19.0,14.0,24.0,9.0,0.0,2.0,14.0,40.0,15.0,0.0,5.0,551.0,20.0,8.0,15.0,36.0,1.0,7.0,24.0,74.0,1,1,0,3,0,0.5160606060606061,0.5366666666666666,0.8093939393939393,0.8000000000000002,0.366969696969697,0.3333333333333333,0.6857575757575758,0.9333333333333332,16.21212121212121,12.0,6.303030303030303,7.0,25.272727272727273,31.0,626.8787878787879,615.3333333333334,17.242424242424242,18.0,14.333333333333334,13.333333333333334,17.818181818181817,16.666666666666668,18.606060606060606,17.666666666666668,1.5757575757575757,2.0,6.212121212121212,6.666666666666667,21.03030303030303,23.0,48.0,51.666666666666664,0.43533333333333335,0.49333333333333335,0.8006666666666666,0.8133333333333335,0.34600000000000003,0.30333333333333334,0.7073333333333333,0.7533333333333334,15.2,15.666666666666666,3.2666666666666666,5.333333333333333,14.0,21.0,569.0666666666667,593.6666666666666,15.933333333333334,15.0,11.6,11.0,16.866666666666667,15.666666666666666,34.333333333333336,30.0,1.6666666666666667,1.3333333333333333,12.533333333333333,10.333333333333334,18.2,16.333333333333332,57.86666666666667,61.333333333333336,11.0,6.0,7.0,3.0,3.0,0.0,1,3,10.0
679,712,712,Paraná,0–1,Atlético Mineiro,Wagner do Nascimento Magalhaes,0,1,"https://fbref.com/en/matches/30843fac/Parana-Atletico-Mineiro-November-14-2018-Serie-A"">Match Report",0.24,0.76,0.67,0.9,0.2,0.36,0.75,1.0,19.0,0.0,8.0,386.0,20.0,14.0,11.0,17.0,0.0,16.0,20.0,40.0,14.0,5.0,15.0,858.0,14.0,11.0,12.0,20.0,2.0,2.0,22.0,52.0,-1,0,1,0,3,0.4506666666666667,0.3933333333333333,0.77,0.7433333333333333,0.25933333333333336,0.24666666666666667,0.6013333333333333,0.56,16.333333333333332,17.0,5.866666666666666,5.666666666666667,20.4,16.666666666666668,573.2,512.3333333333334,18.2,17.0,17.133333333333333,16.666666666666668,17.4,19.0,18.933333333333334,30.0,1.4666666666666666,1.0,7.933333333333334,9.0,25.0,20.666666666666668,55.666666666666664,57.666666666666664,0.49771428571428566,0.5733333333333334,0.8025714285714286,0.8433333333333333,0.3691428571428572,0.16666666666666666,0.6228571428571429,0.4766666666666666,15.885714285714286,18.333333333333332,4.9714285714285715,7.333333333333333,15.4,22.666666666666668,626.3428571428572,669.3333333333334,16.542857142857144,17.0,14.542857142857143,13.0,15.857142857142858,21.333333333333332,25.685714285714287,28.0,2.4285714285714284,1.3333333333333333,9.257142857142858,8.666666666666666,20.885714285714286,19.333333333333332,55.31428571428572,47.666666666666664,3.0,1.0,2.0,0.0,1.0,0.0,0,1,5.0
680,713,713,Sport Recife,0–0,Vitória,Anderson Daronco,0,0,"https://fbref.com/en/matches/ab126d49/Sport-Recife-Vitoria-November-14-2018-Serie-A"">Match Report",0.55,0.45,0.74,0.75,0.14,0.46,1.0,1.0,21.0,7.0,15.0,565.0,15.0,5.0,11.0,13.0,2.0,7.0,21.0,64.0,17.0,8.0,26.0,509.0,9.0,12.0,16.0,29.0,3.0,10.0,19.0,47.0,0,0,0,1,1,0.5294285714285715,0.4766666666666666,0.7957142857142857,0.7933333333333333,0.3445714285714286,0.39666666666666667,0.7034285714285714,0.7200000000000001,15.6,13.0,7.0285714285714285,5.666666666666667,29.314285714285713,21.333333333333332,628.0571428571428,593.3333333333334,17.02857142857143,13.666666666666666,15.685714285714285,11.333333333333334,18.742857142857144,17.0,18.114285714285714,18.333333333333332,1.4857142857142858,1.6666666666666667,6.857142857142857,7.666666666666667,23.285714285714285,19.333333333333332,48.0,56.0,0.4482857142857143,0.46,0.7599999999999999,0.7333333333333334,0.3362857142857143,0.27666666666666667,0.6734285714285715,0.4666666666666666,18.542857142857144,19.0,3.8285714285714287,2.6666666666666665,15.228571428571428,18.0,555.8285714285714,547.6666666666666,15.371428571428572,20.666666666666668,16.257142857142856,13.0,17.542857142857144,18.333333333333332,26.4,36.333333333333336,1.3714285714285714,1.0,8.8,10.0,21.6,27.0,59.542857142857144,57.333333333333336,10.0,5.0,9.0,4.0,3.0,1.0,2,0,15.0
681,714,714,Palmeiras,3–0,Fluminense,Braulio da Silva Machado,3,0,"https://fbref.com/en/matches/97f946ba/Palmeiras-Fluminense-November-14-2018-Serie-A"">Match Report",0.47,0.53,0.76,0.8,0.37,0.4,1.0,0.57,20.0,6.0,22.0,502.0,14.0,10.0,14.0,21.0,2.0,9.0,23.0,57.0,24.0,4.0,23.0,564.0,11.0,13.0,20.0,28.0,3.0,4.0,21.0,44.0,3,1,0,3,0,0.5493548387096775,0.4133333333333334,0.8064516129032258,0.7633333333333333,0.3396774193548387,0.3433333333333333,0.7425806451612904,0.4366666666666667,16.870967741935484,18.333333333333332,6.67741935483871,4.666666666666667,24.677419354838708,13.333333333333334,642.3870967741935,481.3333333333333,18.225806451612904,19.333333333333332,13.35483870967742,7.666666666666667,18.129032258064516,20.0,21.096774193548388,19.333333333333332,1.7419354838709677,1.3333333333333333,5.806451612903226,6.333333333333333,23.93548387096774,20.666666666666668,52.193548387096776,53.333333333333336,0.475,0.4066666666666667,0.7935294117647058,0.7333333333333333,0.3476470588235294,0.3566666666666667,0.6402941176470588,0.56,15.323529411764707,17.0,4.382352941176471,2.3333333333333335,16.205882352941178,12.333333333333334,575.5,500.0,14.823529411764707,19.333333333333332,13.529411764705882,12.666666666666666,14.852941176470589,15.666666666666666,27.029411764705884,24.0,1.2647058823529411,0.3333333333333333,10.176470588235293,10.0,18.941176470588236,22.333333333333332,57.205882352941174,57.333333333333336,15.0,3.0,9.0,3.0,3.0,0.0,1,3,10.0
682,715,715,Cruzeiro,1–0,Corinthians,Jean Pierre Goncalves Lima,1,0,"https://fbref.com/en/matches/ce2d0306/Cruzeiro-Corinthians-November-14-2018-Serie-A"">Match Report",0.47,0.53,0.85,0.87,0.38,0.36,1.0,0.8,13.0,6.0,16.0,625.0,6.0,10.0,23.0,37.0,1.0,4.0,17.0,48.0,6.0,10.0,25.0,708.0,13.0,18.0,19.0,28.0,1.0,8.0,25.0,70.0,1,1,0,3,0,0.5378787878787878,0.54,0.8360606060606061,0.8433333333333333,0.34545454545454546,0.4733333333333334,0.6866666666666665,0.7266666666666667,13.696969696969697,10.666666666666666,6.2727272727272725,6.0,24.96969696969697,20.333333333333332,670.0,689.3333333333334,17.060606060606062,13.0,12.0,9.666666666666666,16.151515151515152,15.333333333333334,17.666666666666668,21.333333333333332,1.7575757575757576,1.3333333333333333,7.2727272727272725,9.333333333333334,21.545454545454547,24.0,47.72727272727273,46.666666666666664,0.5351515151515152,0.5766666666666667,0.8324242424242424,0.8099999999999999,0.3806060606060606,0.4166666666666667,0.7581818181818182,0.8033333333333333,14.06060606060606,20.333333333333332,4.212121212121212,3.3333333333333335,16.78787878787879,18.333333333333332,646.2424242424242,655.6666666666666,15.575757575757576,15.666666666666666,11.333333333333334,11.666666666666666,15.575757575757576,20.333333333333332,24.727272727272727,18.666666666666668,1.696969696969697,1.0,10.212121212121213,11.0,21.424242424242426,26.333333333333332,53.45454545454545,58.333333333333336,8.0,2.0,6.0,1.0,0.0,0.0,1,1,16.0
683,716,716,Chapecoense,0–1,Botafogo (RJ),Luiz Flávio de Oliveira,0,1,"https://fbref.com/en/matches/15488198/Chapecoense-Botafogo-RJ-November-15-2018-Serie-A"">Match Report",0.5,0.5,0.73,0.72,0.22,0.4,0.75,1.0,12.0,10.0,36.0,548.0,10.0,13.0,20.0,12.0,1.0,5.0,35.0,60.0,14.0,5.0,13.0,553.0,20.0,4.0,24.0,43.0,1.0,15.0,28.0,73.0,-1,0,1,0,3,0.4773529411764705,0.4466666666666666,0.7676470588235295,0.7666666666666666,0.31823529411764706,0.20666666666666667,0.728529411764706,0.8866666666666667,16.941176470588236,15.333333333333334,5.794117647058823,5.333333333333333,26.08823529411765,30.666666666666668,550.5,557.3333333333334,16.735294117647058,18.666666666666668,13.0,16.0,19.647058823529413,25.666666666666668,18.235294117647058,27.333333333333332,1.0294117647058822,1.3333333333333333,7.382352941176471,9.666666666666666,26.294117647058822,30.0,56.970588235294116,59.333333333333336,0.4496666666666667,0.43,0.7636666666666667,0.7600000000000001,0.30300000000000005,0.4366666666666667,0.6826666666666668,0.48666666666666664,15.566666666666666,20.333333333333332,3.7333333333333334,3.3333333333333335,17.6,14.0,567.4333333333333,538.0,17.266666666666666,18.666666666666668,16.0,12.333333333333334,16.5,15.666666666666666,26.633333333333333,26.333333333333332,1.2,1.6666666666666667,10.333333333333334,10.333333333333334,21.933333333333334,21.333333333333332,58.36666666666667,54.666666666666664,9.0,4.0,6.0,3.0,3.0,0.0,0,1,15.0
684,717,717,Flamengo,1–0,Santos,Paulo Roberto Alves Júnior,1,0,"https://fbref.com/en/matches/4660a829/Flamengo-Santos-November-15-2018-Serie-A"">Match Report",0.56,0.44,0.84,0.8,0.2,0.36,1.0,0.75,22.0,8.0,20.0,610.0,22.0,8.0,18.0,11.0,0.0,5.0,13.0,42.0,18.0,2.0,9.0,537.0,12.0,16.0,24.0,18.0,0.0,11.0,18.0,53.0,1,1,0,3,0,0.5748484848484848,0.5766666666666667,0.8418181818181818,0.82,0.3463636363636364,0.28333333333333327,0.7684848484848485,0.7733333333333334,15.757575757575758,20.333333333333332,6.96969696969697,8.333333333333334,25.393939393939394,25.333333333333332,671.4545454545455,644.0,19.363636363636363,18.333333333333332,13.151515151515152,12.0,16.0,18.666666666666668,17.484848484848484,19.0,1.8181818181818181,0.6666666666666666,7.2727272727272725,7.333333333333333,20.363636363636363,18.666666666666668,48.96969696969697,45.333333333333336,0.5090625,0.5133333333333333,0.8196875,0.8133333333333334,0.36281250000000004,0.48666666666666664,0.7396875,0.6866666666666666,15.46875,20.666666666666668,4.96875,4.666666666666667,17.46875,16.666666666666668,631.9375,595.3333333333334,15.1875,14.0,11.78125,13.666666666666666,16.1875,16.666666666666668,30.125,24.0,1.875,1.0,10.125,9.0,22.1875,20.666666666666668,50.40625,50.0,10.0,7.0,7.0,4.0,1.0,0.0,1,1,10.0
685,718,718,São Paulo,1–1,Grêmio,Péricles Bassols Pegado Cortez,1,1,"https://fbref.com/en/matches/d83cda2a/Sao-Paulo-Gremio-November-15-2018-Serie-A"">Match Report",0.58,0.42,0.83,0.77,0.33,0.5,0.33,1.0,14.0,2.0,22.0,666.0,16.0,13.0,23.0,19.0,2.0,2.0,28.0,46.0,13.0,3.0,5.0,537.0,22.0,13.0,19.0,27.0,0.0,14.0,18.0,74.0,0,0,0,1,1,0.5003030303030302,0.4333333333333333,0.8081818181818182,0.7533333333333333,0.36727272727272725,0.33,0.7215151515151516,0.75,16.21212121212121,19.333333333333332,6.212121212121212,5.333333333333333,23.303030303030305,22.333333333333332,607.1818181818181,537.6666666666666,16.96969696969697,16.666666666666668,13.93939393939394,15.0,17.545454545454547,25.333333333333332,20.0,25.0,1.3636363636363635,2.6666666666666665,7.96969696969697,8.0,23.0,25.0,49.60606060606061,57.333333333333336,0.4909375,0.47333333333333333,0.8115625,0.8300000000000001,0.43843750000000004,0.5599999999999999,0.7593750000000001,0.7200000000000001,14.25,11.0,3.9375,3.0,12.96875,8.666666666666666,642.90625,646.0,16.09375,13.333333333333334,13.75,13.333333333333334,14.8125,14.666666666666666,27.09375,29.0,1.65625,2.3333333333333335,9.5625,10.666666666666666,19.0625,17.333333333333332,54.65625,57.0,6.0,8.0,2.0,7.0,1.0,3.0,2,2,5.0
686,719,719,Internacional,2–0,América (MG),Wilton Sampaio,2,0,"https://fbref.com/en/matches/87d5d5ed/Internacional-America-MG-November-15-2018-Serie-A"">Match Report",0.47,0.53,0.84,0.87,0.42,0.2,1.0,0.6,19.0,7.0,16.0,586.0,14.0,12.0,15.0,15.0,2.0,5.0,18.0,41.0,20.0,4.0,20.0,652.0,17.0,8.0,19.0,28.0,2.0,5.0,11.0,46.0,2,1,0,3,0,0.5426666666666667,0.5633333333333334,0.8146666666666668,0.83,0.4026666666666666,0.47,0.7993333333333333,0.47000000000000003,14.2,13.0,6.866666666666666,7.333333333333333,26.133333333333333,29.0,663.2666666666667,627.6666666666666,17.133333333333333,20.333333333333332,16.866666666666667,10.333333333333334,21.066666666666666,19.0,14.333333333333334,15.666666666666666,1.8666666666666667,3.0,7.066666666666666,5.333333333333333,24.8,21.666666666666668,55.86666666666667,51.333333333333336,0.448125,0.45999999999999996,0.784375,0.84,0.369375,0.4266666666666667,0.721875,0.5833333333333334,15.0,17.333333333333332,3.4375,2.6666666666666665,13.25,13.333333333333334,582.875,589.3333333333334,15.75,14.666666666666666,15.3125,13.666666666666666,17.625,14.0,24.25,24.333333333333332,1.4375,2.0,8.9375,7.666666666666667,24.6875,25.0,56.5625,51.0,13.0,2.0,7.0,1.0,3.0,0.0,1,2,11.0
