,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
1142,1209,1209,São Paulo,3–1,Fluminense,Paulo Roberto Alves Júnior,3,1,"https://fbref.com/en/matches/55ad67ef/Sao-Paulo-Fluminense-September-6-2020-Serie-A"">Match Report",0.5,0.5,0.81,0.81,0.21,0.38,0.6,0.0,20.0,3.0,13.0,606.0,9.0,8.0,14.0,13.0,0.0,5.0,24.0,50.0,13.0,2.0,11.0,599.0,12.0,13.0,11.0,9.0,2.0,11.0,18.0,64.0,2,1,0,3,0,0.5268421052631579,0.5966666666666667,0.8229824561403508,0.8833333333333333,0.3603508771929824,0.3066666666666667,0.7336842105263157,0.8000000000000002,16.157894736842106,14.333333333333334,6.087719298245614,5.333333333333333,22.54385964912281,29.666666666666668,633.578947368421,751.6666666666666,16.56140350877193,12.666666666666666,11.75438596491228,11.666666666666666,17.05263157894737,13.0,17.50877192982456,8.666666666666666,1.7017543859649122,3.0,6.719298245614035,6.0,22.035087719298247,22.333333333333332,46.8421052631579,50.666666666666664,0.49896551724137933,0.4366666666666667,0.8129310344827586,0.7866666666666667,0.3524137931034483,0.4000000000000001,0.6617241379310346,0.6666666666666666,15.0,14.0,4.293103448275862,3.0,16.051724137931036,15.0,611.051724137931,605.0,14.879310344827585,15.333333333333334,12.46551724137931,14.666666666666666,14.362068965517242,13.666666666666666,22.844827586206897,22.666666666666668,1.3620689655172413,1.0,9.39655172413793,8.0,18.56896551724138,23.666666666666668,51.0,45.666666666666664,13.0,7.0,7.0,3.0,3.0,3.0,1,4,5.0
1143,1210,1210,Internacional,2–2,Bahia,Braulio da Silva Machado,2,2,"https://fbref.com/en/matches/b53c7fc3/Internacional-Bahia-September-6-2020-Serie-A"">Match Report",0.62,0.38,0.84,0.7,0.56,0.44,0.25,0.6,11.0,7.0,26.0,651.0,16.0,10.0,15.0,12.0,0.0,4.0,22.0,62.0,11.0,5.0,14.0,456.0,16.0,12.0,19.0,23.0,1.0,5.0,25.0,43.0,0,0,0,1,1,0.5435000000000001,0.49333333333333335,0.82175,0.7666666666666666,0.37650000000000006,0.4666666666666666,0.75225,0.5,14.65,22.333333333333332,6.85,5.0,24.45,21.0,676.5,606.0,17.425,15.666666666666666,13.5,13.0,19.85,14.333333333333334,14.875,14.333333333333334,1.85,2.0,6.7,8.0,21.8,18.333333333333332,57.375,70.66666666666667,0.4531034482758621,0.4566666666666667,0.7748275862068966,0.7633333333333333,0.3274137931034483,0.45333333333333337,0.6889655172413792,0.5533333333333333,16.79310344827586,12.666666666666666,4.758620689655173,6.666666666666667,16.29310344827586,18.666666666666668,563.9827586206897,560.6666666666666,16.948275862068964,14.666666666666666,11.482758620689655,6.666666666666667,17.275862068965516,19.333333333333332,25.379310344827587,16.0,1.2586206896551724,1.6666666666666667,9.379310344827585,9.666666666666666,20.655172413793103,21.0,55.0,52.333333333333336,12.0,4.0,9.0,1.0,3.0,0.0,2,4,12.0
1144,1211,1211,Vasco da Gama,1–0,Atl Paranaense,Raphael Claus,1,0,"https://fbref.com/en/matches/483f1725/Vasco-da-Gama-Atletico-Paranaense-September-6-2020-Serie-A"">Match Report",0.32,0.68,0.75,0.87,0.33,0.25,1.0,0.33,7.0,3.0,8.0,473.0,14.0,10.0,9.0,20.0,2.0,4.0,19.0,54.0,16.0,2.0,21.0,769.0,21.0,11.0,10.0,3.0,1.0,8.0,21.0,48.0,1,1,0,3,0,0.4941379310344828,0.4466666666666666,0.8063793103448277,0.82,0.33362068965517244,0.45,0.6789655172413793,0.8566666666666666,16.189655172413794,22.666666666666668,5.448275862068965,4.666666666666667,21.482758620689655,9.666666666666666,593.448275862069,570.3333333333334,16.051724137931036,16.0,12.637931034482758,15.333333333333334,15.620689655172415,13.666666666666666,20.29310344827586,23.333333333333332,1.2413793103448276,1.0,6.948275862068965,6.0,21.17241379310345,18.333333333333332,52.56896551724138,52.666666666666664,0.5111111111111112,0.5566666666666666,0.8187037037037036,0.8666666666666667,0.34759259259259245,0.37666666666666665,0.7692592592592592,0.8333333333333334,15.537037037037036,15.0,4.574074074074074,3.6666666666666665,16.314814814814813,15.0,633.4629629629629,669.6666666666666,13.222222222222221,14.0,11.12962962962963,9.666666666666666,15.537037037037036,10.666666666666666,25.25925925925926,17.0,1.462962962962963,0.6666666666666666,9.37037037037037,8.0,20.814814814814813,20.0,56.629629629629626,60.0,11.0,5.0,7.0,3.0,1.0,0.0,1,1,5.0
1145,1212,1212,Atl Goianiense,1–1,Grêmio,Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/13833f0f/Atletico-Goianiense-Gremio-September-6-2020-Serie-A"">Match Report",0.49,0.51,0.85,0.83,0.25,0.33,0.5,0.5,16.0,3.0,17.0,640.0,13.0,26.0,15.0,19.0,0.0,8.0,13.0,66.0,13.0,3.0,22.0,644.0,16.0,12.0,12.0,11.0,1.0,10.0,22.0,62.0,0,0,0,1,1,0.4590476190476191,0.4033333333333333,0.7885714285714285,0.7333333333333334,0.3180952380952381,0.39666666666666667,0.6480952380952382,0.7000000000000001,17.523809523809526,14.666666666666666,5.476190476190476,6.333333333333333,26.19047619047619,19.0,567.6666666666666,481.0,14.476190476190476,11.666666666666666,13.0,15.333333333333334,13.714285714285714,14.0,18.095238095238095,22.333333333333332,1.7142857142857142,1.0,8.142857142857142,9.0,21.476190476190474,21.0,53.142857142857146,52.333333333333336,0.508,0.5033333333333333,0.8232727272727273,0.8333333333333334,0.4047272727272727,0.35333333333333333,0.7509090909090907,0.71,13.909090909090908,14.666666666666666,4.090909090909091,4.333333333333333,13.018181818181818,13.0,654.7272727272727,656.0,16.745454545454546,18.333333333333332,12.036363636363637,12.0,15.036363636363637,12.0,23.145454545454545,9.666666666666666,1.3636363636363635,1.0,9.181818181818182,6.666666666666667,18.69090909090909,19.0,54.0,47.666666666666664,6.0,6.0,4.0,3.0,0.0,1.0,2,2,6.0
1146,1213,1213,Coritiba,0–1,Atlético Mineiro,Diego Pombo Lopez,0,1,"https://fbref.com/en/matches/cdfdc98c/Coritiba-Atletico-Mineiro-September-6-2020-Serie-A"">Match Report",0.47,0.53,0.8,0.84,0.21,0.11,0.5,1.0,14.0,4.0,16.0,622.0,16.0,12.0,12.0,17.0,0.0,15.0,22.0,81.0,19.0,4.0,22.0,674.0,19.0,11.0,10.0,9.0,2.0,8.0,20.0,50.0,-1,0,1,0,3,0.49800000000000005,0.4266666666666666,0.7745,0.7999999999999999,0.35200000000000004,0.39666666666666667,0.6855,0.5833333333333334,16.2,18.333333333333332,5.05,4.333333333333333,21.2,18.333333333333332,571.65,531.6666666666666,17.35,17.0,14.25,11.0,14.8,11.666666666666666,24.6,17.0,2.1,0.6666666666666666,8.6,7.333333333333333,23.85,19.333333333333332,58.0,57.333333333333336,0.5001754385964913,0.5933333333333333,0.8040350877192983,0.7966666666666667,0.3607017543859649,0.25999999999999995,0.6454385964912281,0.7000000000000001,15.473684210526315,18.333333333333332,5.192982456140351,7.666666666666667,15.964912280701755,18.333333333333332,627.4561403508771,707.6666666666666,15.543859649122806,15.0,13.543859649122806,13.333333333333334,16.0,15.666666666666666,24.12280701754386,15.666666666666666,2.0701754385964914,2.0,9.105263157894736,6.666666666666667,20.07017543859649,18.666666666666668,53.50877192982456,52.333333333333336,7.0,4.0,3.0,3.0,3.0,0.0,0,1,8.0
1147,1214,1214,Sport Recife,2–1,Goiás,Vinicius Gomes do Amaral,2,1,"https://fbref.com/en/matches/2e3a35a4/Sport-Recife-Goias-September-6-2020-Serie-A"">Match Report",0.52,0.48,0.84,0.85,0.35,0.4,1.0,0.66,18.0,9.0,29.0,667.0,16.0,5.0,15.0,17.0,1.0,7.0,17.0,58.0,17.0,4.0,12.0,654.0,18.0,8.0,20.0,26.0,0.0,7.0,17.0,66.0,1,1,0,3,0,0.5226829268292683,0.4266666666666667,0.7948780487804877,0.7799999999999999,0.3439024390243902,0.4566666666666666,0.694390243902439,0.5166666666666667,15.658536585365853,15.0,6.439024390243903,1.3333333333333333,27.341463414634145,12.0,611.4146341463414,408.0,16.609756097560975,7.333333333333333,14.78048780487805,6.666666666666667,17.73170731707317,8.666666666666666,17.048780487804876,6.333333333333333,1.5853658536585367,1.0,6.853658536585366,6.0,22.21951219512195,11.333333333333334,47.63414634146341,35.333333333333336,0.40476190476190477,0.37000000000000005,0.7614285714285715,0.7833333333333333,0.3514285714285714,0.36000000000000004,0.6457142857142858,0.44,13.952380952380953,15.666666666666666,5.095238095238095,2.6666666666666665,17.714285714285715,12.0,515.0,512.6666666666666,15.619047619047619,17.666666666666668,10.571428571428571,8.666666666666666,15.428571428571429,15.0,23.19047619047619,17.666666666666668,1.1904761904761905,0.6666666666666666,9.857142857142858,11.666666666666666,18.714285714285715,18.666666666666668,55.523809523809526,57.666666666666664,6.0,5.0,3.0,1.0,0.0,1.0,1,3,13.0
1148,1215,1215,Atl Paranaense,1–1,Botafogo (RJ),Vinicius Gonçalves Dias Araujo,1,1,"https://fbref.com/en/matches/50102a8b/Atletico-Paranaense-Botafogo-RJ-September-9-2020-Serie-A"">Match Report",0.61,0.39,0.9,0.82,0.18,0.5,0.66,0.66,19.0,7.0,18.0,648.0,7.0,10.0,13.0,13.0,3.0,5.0,9.0,51.0,10.0,3.0,17.0,488.0,19.0,7.0,5.0,17.0,2.0,8.0,24.0,55.0,0,0,0,1,1,0.5749019607843137,0.6733333333333333,0.8529411764705884,0.8766666666666666,0.40058823529411763,0.35666666666666663,0.7029411764705881,0.6066666666666668,14.764705882352942,17.333333333333332,6.411764705882353,4.0,24.11764705882353,22.666666666666668,691.6470588235294,801.0,11.392156862745098,12.333333333333334,11.0,8.333333333333334,16.058823529411764,15.333333333333334,16.666666666666668,11.333333333333334,1.8235294117647058,1.0,7.96078431372549,8.666666666666666,23.235294117647058,21.0,59.80392156862745,70.66666666666667,0.4696296296296296,0.38000000000000006,0.791296296296296,0.8266666666666667,0.31277777777777777,0.25666666666666665,0.7183333333333333,0.82,13.648148148148149,11.666666666666666,3.8333333333333335,5.666666666666667,16.296296296296298,20.333333333333332,586.1666666666666,527.6666666666666,15.203703703703704,12.333333333333334,12.87037037037037,14.666666666666666,16.40740740740741,10.0,26.22222222222222,25.333333333333332,1.1296296296296295,1.6666666666666667,10.462962962962964,7.333333333333333,19.59259259259259,16.0,55.05555555555556,49.333333333333336,10.0,4.0,4.0,3.0,1.0,1.0,2,2,10.0
1149,1216,1216,Goiás,3–3,Coritiba,Caio Max Augusto Vieira,3,3,"https://fbref.com/en/matches/ffa1e202/Goias-Coritiba-September-9-2020-Serie-A"">Match Report",0.55,0.46,0.86,0.82,0.32,0.23,0.0,0.66,27.0,9.0,28.0,630.0,14.0,12.0,16.0,11.0,0.0,6.0,25.0,55.0,13.0,2.0,16.0,585.0,15.0,13.0,15.0,25.0,2.0,8.0,14.0,59.0,0,0,0,1,1,0.41761904761904767,0.42333333333333334,0.7761904761904762,0.7733333333333334,0.3085714285714286,0.32,0.7161904761904763,0.5833333333333334,16.047619047619047,19.333333333333332,4.476190476190476,2.6666666666666665,20.61904761904762,14.0,507.8095238095238,544.6666666666666,15.952380952380953,22.333333333333332,11.047619047619047,17.0,15.714285714285714,15.0,19.61904761904762,21.333333333333332,1.8571428571428572,3.0,7.476190476190476,9.0,20.61904761904762,20.333333333333332,55.857142857142854,66.0,0.46434782608695635,0.45,0.7765217391304348,0.7933333333333333,0.4165217391304348,0.48,0.6778260869565217,0.6733333333333333,17.391304347826086,15.333333333333334,4.739130434782608,3.0,17.08695652173913,10.666666666666666,559.2173913043479,570.3333333333334,16.26086956521739,15.666666666666666,15.043478260869565,11.0,15.347826086956522,7.666666666666667,29.0,20.333333333333332,1.8695652173913044,1.6666666666666667,9.130434782608695,12.0,20.91304347826087,20.0,55.91304347826087,58.0,6.0,4.0,3.0,4.0,0.0,1.0,2,6,11.0
1150,1217,1217,Fortaleza,1–0,Sport Recife,Felipe Fernandes de Lima,1,0,"https://fbref.com/en/matches/7207c890/Fortaleza-Sport-Recife-September-9-2020-Serie-A"">Match Report",0.53,0.47,0.88,0.83,0.42,0.25,1.0,0.6,27.0,6.0,23.0,552.0,5.0,7.0,20.0,11.0,0.0,5.0,14.0,56.0,14.0,1.0,9.0,490.0,15.0,4.0,15.0,25.0,2.0,11.0,13.0,53.0,1,1,0,3,0,0.485,0.5333333333333333,0.8345454545454547,0.8766666666666666,0.32545454545454544,0.3066666666666667,0.745909090909091,0.8666666666666667,13.772727272727273,14.333333333333334,3.9545454545454546,3.3333333333333335,17.318181818181817,16.333333333333332,560.6363636363636,629.6666666666666,11.363636363636363,9.666666666666666,8.454545454545455,10.333333333333334,14.954545454545455,11.666666666666666,19.454545454545453,10.666666666666666,1.1363636363636365,1.0,8.227272727272727,8.0,17.181818181818183,18.333333333333332,52.54545454545455,58.666666666666664,0.4748717948717949,0.46,0.7771794871794871,0.7400000000000001,0.3482051282051282,0.3933333333333333,0.5976923076923077,0.7200000000000001,16.05128205128205,15.0,4.17948717948718,4.0,17.82051282051282,20.333333333333332,600.4871794871794,556.3333333333334,17.41025641025641,14.0,16.205128205128204,12.333333333333334,15.743589743589743,14.333333333333334,22.615384615384617,21.333333333333332,1.8717948717948718,1.3333333333333333,8.897435897435898,8.666666666666666,21.974358974358974,20.666666666666668,56.41025641025641,57.0,10.0,5.0,4.0,4.0,3.0,3.0,1,1,7.0
1151,1218,1218,São Paulo,1–1,Bragantino,Savio Pereira,1,1,"https://fbref.com/en/matches/e85e429e/Sao-Paulo-Bragantino-September-9-2020-Serie-A"">Match Report",0.59,0.41,0.86,0.75,0.43,0.2,0.5,0.5,18.0,5.0,35.0,685.0,17.0,11.0,11.0,6.0,5.0,5.0,25.0,42.0,18.0,1.0,7.0,532.0,14.0,9.0,9.0,25.0,2.0,7.0,25.0,65.0,0,0,0,1,1,0.5263793103448275,0.5366666666666666,0.8227586206896551,0.85,0.3577586206896552,0.2933333333333333,0.7313793103448275,0.7999999999999999,16.224137931034484,16.333333333333332,6.0344827586206895,4.666666666666667,22.379310344827587,21.666666666666668,633.1034482758621,681.6666666666666,16.43103448275862,11.333333333333334,11.689655172413794,12.666666666666666,17.0,11.333333333333334,17.43103448275862,10.333333333333334,1.6724137931034482,1.6666666666666667,6.689655172413793,5.0,22.06896551724138,22.333333333333332,46.89655172413793,56.0,0.46749999999999997,0.47,0.8075,0.8066666666666666,0.2525,0.22666666666666668,0.5575,0.49333333333333335,14.25,12.666666666666666,5.25,6.333333333333333,19.75,20.0,589.75,599.0,16.75,16.666666666666668,12.75,12.333333333333334,13.0,12.333333333333334,11.5,10.666666666666666,1.0,0.6666666666666666,6.25,5.666666666666667,21.25,22.0,51.25,51.666666666666664,13.0,2.0,9.0,1.0,3.0,1.0,2,2,6.0
1152,1219,1219,Santos,3–1,Atlético Mineiro,Wagner do Nascimento Magalhaes,3,1,"https://fbref.com/en/matches/d69d58b8/Santos-Atletico-Mineiro-September-9-2020-Serie-A"">Match Report",0.42,0.58,0.76,0.79,0.4,0.32,0.5,0.25,11.0,4.0,10.0,478.0,10.0,16.0,8.0,21.0,4.0,8.0,18.0,52.0,15.0,5.0,17.0,569.0,18.0,6.0,8.0,7.0,1.0,6.0,35.0,55.0,2,1,0,3,0,0.5439655172413793,0.48666666666666664,0.8396551724137932,0.8233333333333334,0.36948275862068963,0.41,0.7703448275862069,0.5533333333333333,14.051724137931034,13.333333333333334,6.982758620689655,6.666666666666667,22.948275862068964,20.333333333333332,657.6896551724138,553.0,16.155172413793103,15.333333333333334,13.689655172413794,14.333333333333334,14.293103448275861,6.666666666666667,18.137931034482758,13.0,2.0517241379310347,2.3333333333333335,7.172413793103448,7.333333333333333,21.224137931034484,18.0,46.96551724137931,44.666666666666664,0.5006896551724138,0.6466666666666667,0.8046551724137933,0.84,0.35637931034482756,0.16333333333333333,0.6515517241379312,0.7000000000000001,15.53448275862069,16.666666666666668,5.172413793103448,8.333333333333334,16.06896551724138,23.666666666666668,628.2586206896551,770.3333333333334,15.60344827586207,16.0,13.5,12.0,15.89655172413793,17.333333333333332,23.862068965517242,10.666666666666666,2.0689655172413794,1.6666666666666667,9.086206896551724,5.333333333333333,20.06896551724138,21.333333333333332,53.44827586206897,47.333333333333336,8.0,6.0,4.0,3.0,1.0,3.0,1,4,9.0
1153,1220,1220,Fluminense,1–2,Flamengo,Raphael Claus,1,2,"https://fbref.com/en/matches/de851cc3/Fluminense-Flamengo-September-9-2020-Serie-A"">Match Report",0.47,0.53,0.85,0.88,0.17,0.46,0.66,0.66,15.0,7.0,24.0,645.0,16.0,8.0,10.0,11.0,1.0,7.0,15.0,50.0,16.0,6.0,17.0,701.0,18.0,11.0,10.0,21.0,2.0,6.0,13.0,56.0,-1,0,1,0,3,0.5339655172413793,0.44333333333333336,0.8344827586206897,0.8000000000000002,0.3255172413793103,0.4366666666666667,0.7105172413793103,0.5800000000000001,15.017241379310345,15.333333333333334,5.310344827586207,1.6666666666666667,20.724137931034484,9.333333333333334,652.0344827586207,574.6666666666666,15.551724137931034,15.333333333333334,12.293103448275861,15.333333333333334,15.758620689655173,12.0,18.29310344827586,13.0,1.5172413793103448,0.6666666666666666,7.568965517241379,9.0,19.189655172413794,20.666666666666668,47.63793103448276,52.0,0.5633898305084745,0.5766666666666667,0.8340677966101694,0.85,0.3745762711864407,0.49666666666666665,0.6845762711864407,0.8066666666666666,14.932203389830509,19.666666666666668,5.966101694915254,4.333333333333333,20.47457627118644,12.333333333333334,659.0847457627119,692.6666666666666,17.423728813559322,15.666666666666666,11.389830508474576,13.333333333333334,15.423728813559322,14.666666666666666,19.491525423728813,12.666666666666666,1.3898305084745763,1.3333333333333333,7.88135593220339,8.0,21.89830508474576,17.0,48.016949152542374,53.333333333333336,9.0,9.0,7.0,9.0,1.0,3.0,0,3,13.0
1154,1221,1221,Corinthians,0–2,Palmeiras,Leandro Pedro Vuaden,0,2,"https://fbref.com/en/matches/cef4d911/Corinthians-Palmeiras-September-10-2020-Serie-A"">Match Report",0.55,0.46,0.91,0.88,0.5,0.38,0.75,0.8,13.0,5.0,16.0,683.0,13.0,6.0,3.0,11.0,1.0,13.0,14.0,46.0,16.0,6.0,15.0,606.0,15.0,11.0,9.0,14.0,2.0,3.0,14.0,47.0,-2,0,1,0,3,0.5526785714285715,0.61,0.8385714285714286,0.8833333333333333,0.3473214285714286,0.4433333333333333,0.7582142857142858,0.5800000000000001,13.160714285714286,15.666666666666666,5.785714285714286,9.0,21.357142857142858,26.0,682.7142857142857,739.3333333333334,14.642857142857142,11.666666666666666,12.107142857142858,12.666666666666666,16.553571428571427,14.0,19.196428571428573,11.0,1.2678571428571428,0.3333333333333333,9.160714285714286,10.666666666666666,23.0,17.333333333333332,51.089285714285715,50.666666666666664,0.5086206896551724,0.5366666666666666,0.7936206896551724,0.83,0.3622413793103448,0.3066666666666667,0.6929310344827586,0.25,17.155172413793103,19.666666666666668,4.706896551724138,2.6666666666666665,16.655172413793103,14.666666666666666,609.8275862068965,664.6666666666666,17.482758620689655,20.0,11.948275862068966,11.0,16.724137931034484,16.0,21.844827586206897,16.666666666666668,1.6896551724137931,2.0,7.224137931034483,6.333333333333333,21.29310344827586,17.666666666666668,55.275862068965516,53.666666666666664,8.0,8.0,5.0,5.0,1.0,3.0,0,2,11.0
1155,1222,1222,Bahia,0–2,Grêmio,Jose Mendonca da Silva Junior,0,2,"https://fbref.com/en/matches/315d1481/Bahia-Gremio-September-10-2020-Serie-A"">Match Report",0.5,0.5,0.91,0.87,0.35,0.33,0.66,1.0,12.0,8.0,24.0,633.0,9.0,11.0,7.0,13.0,1.0,11.0,14.0,32.0,9.0,4.0,13.0,634.0,10.0,5.0,11.0,21.0,2.0,9.0,15.0,48.0,-2,0,1,0,3,0.5055172413793103,0.4433333333333333,0.8086206896551724,0.8033333333333333,0.3627586206896552,0.35000000000000003,0.6893103448275861,0.5966666666666667,15.655172413793103,13.0,5.913793103448276,5.333333333333333,23.413793103448278,15.666666666666666,616.1896551724138,609.0,16.620689655172413,14.666666666666666,12.155172413793103,13.666666666666666,18.67241379310345,11.333333333333334,17.551724137931036,18.333333333333332,1.4827586206896552,1.6666666666666667,6.655172413793103,9.333333333333334,19.82758620689655,15.666666666666666,47.93103448275862,50.333333333333336,0.5080357142857143,0.48,0.8233928571428571,0.82,0.40339285714285716,0.2733333333333334,0.7464285714285713,0.61,13.892857142857142,16.666666666666668,4.071428571428571,3.0,13.178571428571429,14.0,654.5357142857143,615.0,16.732142857142858,18.666666666666668,12.035714285714286,11.0,14.982142857142858,11.0,22.928571428571427,10.333333333333334,1.3571428571428572,1.3333333333333333,9.196428571428571,8.0,18.75,18.333333333333332,54.142857142857146,52.666666666666664,8.0,4.0,4.0,3.0,0.0,1.0,0,2,12.0
1156,1223,1223,Internacional,2–0,Ceará,Rodrigo D'Alonso Ferreira,2,0,"https://fbref.com/en/matches/4c9c3772/Internacional-Ceara-September-10-2020-Serie-A"">Match Report",0.62,0.38,0.82,0.68,0.53,0.17,0.0,0.77,15.0,10.0,25.0,710.0,15.0,13.0,16.0,23.0,1.0,8.0,25.0,71.0,16.0,3.0,19.0,486.0,12.0,10.0,26.0,19.0,1.0,8.0,22.0,60.0,2,1,0,3,0,0.5453658536585366,0.5066666666666667,0.8221951219512196,0.7666666666666666,0.3809756097560976,0.56,0.74,0.25,14.560975609756097,16.666666666666668,6.853658536585366,4.333333333333333,24.48780487804878,18.333333333333332,675.8780487804878,585.0,17.390243902439025,14.0,13.414634146341463,11.0,19.73170731707317,15.0,14.804878048780488,17.0,1.8048780487804879,1.3333333333333333,6.634146341463414,7.333333333333333,21.804878048780488,20.666666666666668,57.48780487804878,72.33333333333333,0.44250000000000006,0.51,0.78225,0.79,0.35475,0.49000000000000005,0.6769999999999999,0.5,14.45,9.666666666666666,4.525,1.6666666666666667,15.775,9.333333333333334,542.575,352.6666666666667,16.05,13.0,10.225,7.666666666666667,17.175,10.666666666666666,26.325,14.0,1.475,1.0,10.25,8.0,20.0,15.666666666666666,53.975,48.333333333333336,13.0,4.0,7.0,3.0,1.0,3.0,1,2,13.0
1157,1224,1224,Vasco da Gama,1–2,Atl Goianiense,Heber Roberto Lopes,1,2,"https://fbref.com/en/matches/f7549559/Vasco-da-Gama-Atletico-Goianiense-September-10-2020-Serie-A"">Match Report",0.54,0.46,0.83,0.81,0.56,0.54,0.71,0.8,15.0,1.0,10.0,634.0,14.0,8.0,14.0,16.0,0.0,7.0,18.0,64.0,23.0,4.0,21.0,547.0,17.0,11.0,7.0,8.0,1.0,5.0,20.0,45.0,-1,0,1,0,3,0.49118644067796613,0.39999999999999997,0.8054237288135594,0.7933333333333333,0.3335593220338983,0.33666666666666667,0.684406779661017,0.8566666666666666,16.033898305084747,15.333333333333334,5.406779661016949,4.0,21.25423728813559,9.333333333333334,591.4067796610169,545.0,16.016949152542374,17.0,12.59322033898305,15.0,15.508474576271187,12.0,20.28813559322034,18.0,1.2542372881355932,1.3333333333333333,6.898305084745763,5.333333333333333,21.135593220338983,19.333333333333332,52.59322033898305,55.333333333333336,0.4318181818181818,0.5533333333333333,0.759090909090909,0.7999999999999999,0.32818181818181813,0.22666666666666666,0.640909090909091,0.3833333333333333,18.363636363636363,17.333333333333332,4.545454545454546,7.666666666666667,19.045454545454547,25.0,555.8181818181819,630.6666666666666,15.636363636363637,15.333333333333334,15.636363636363637,11.666666666666666,14.818181818181818,19.333333333333332,21.636363636363637,11.666666666666666,1.9090909090909092,1.6666666666666667,9.409090909090908,7.0,22.5,25.333333333333332,52.13636363636363,48.0,11.0,5.0,7.0,1.0,3.0,1.0,0,3,5.0
