0,1,2,3,4,5,6,7,8,9,10,11
"[('12', 'Fouls', '13')]","[('9', 'Corners', '7')]","[('30', 'Crosses', '17')]","[('688', 'Touches', '522')]","[('20', 'Tackles', '19')]","[('7', 'Interceptions', '10')]","[('21', 'Aerials Won', '24')]","[('15', 'Clearances', '32')]","[('0', 'Offsides', '0')]","[('7', 'Goal Kicks', '11')]","[('29', 'Throw Ins', '19')]","[('56', 'Long Balls', '52')]"
"[('8', 'Fouls', '16')]","[('4', 'Corners', '12')]","[('11', 'Crosses', '29')]","[('364', 'Touches', '607')]","[('7', 'Tackles', '4')]","[('5', 'Interceptions', '12')]","[('15', 'Aerials Won', '18')]","[('41', 'Clearances', '6')]","[('2', 'Offsides', '2')]","[('6', 'Goal Kicks', '5')]","[('20', 'Throw Ins', '22')]","[('48', 'Long Balls', '42')]"
"[('15', 'Fouls', '12')]","[('3', 'Corners', '7')]","[('15', 'Crosses', '18')]","[('451', 'Touches', '660')]","[('12', 'Tackles', '13')]","[('11', 'Interceptions', '6')]","[('21', 'Aerials Won', '31')]","[('33', 'Clearances', '20')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('25', 'Throw Ins', '25')]","[('46', 'Long Balls', '59')]"
"[('15', 'Fouls', '11')]","[('5', 'Corners', '7')]","[('28', 'Crosses', '21')]","[('693', 'Touches', '448')]","[('21', 'Tackles', '17')]","[('6', 'Interceptions', '17')]","[('21', 'Aerials Won', '16')]","[('19', 'Clearances', '31')]","[('3', 'Offsides', '2')]","[('4', 'Goal Kicks', '11')]","[('28', 'Throw Ins', '21')]","[('43', 'Long Balls', '46')]"
"[('15', 'Fouls', '18')]","[('4', 'Corners', '4')]","[('21', 'Crosses', '15')]","[('661', 'Touches', '553')]","[('12', 'Tackles', '17')]","[('10', 'Interceptions', '10')]","[('14', 'Aerials Won', '15')]","[('15', 'Clearances', '15')]","[('0', 'Offsides', '0')]","[('6', 'Goal Kicks', '9')]","[('20', 'Throw Ins', '22')]","[('46', 'Long Balls', '64')]"
"[('23', 'Fouls', '11')]","[('13', 'Corners', '0')]","[('34', 'Crosses', '0')]","[('845', 'Touches', '398')]","[('8', 'Tackles', '21')]","[('6', 'Interceptions', '18')]","[('25', 'Aerials Won', '15')]","[('3', 'Clearances', '46')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '17')]","[('18', 'Throw Ins', '8')]","[('33', 'Long Balls', '60')]"
"[('23', 'Fouls', '11')]","[('2', 'Corners', '1')]","[('25', 'Crosses', '10')]","[('615', 'Touches', '619')]","[('18', 'Tackles', '18')]","[('7', 'Interceptions', '12')]","[('24', 'Aerials Won', '26')]","[('9', 'Clearances', '27')]","[('0', 'Offsides', '4')]","[('6', 'Goal Kicks', '12')]","[('22', 'Throw Ins', '13')]","[('52', 'Long Balls', '60')]"
"[('11', 'Fouls', '14')]","[('11', 'Corners', '3')]","[('28', 'Crosses', '9')]","[('743', 'Touches', '529')]","[('17', 'Tackles', '13')]","[('11', 'Interceptions', '15')]","[('28', 'Aerials Won', '18')]","[('9', 'Clearances', '43')]","[('3', 'Offsides', '0')]","[('7', 'Goal Kicks', '13')]","[('24', 'Throw Ins', '21')]","[('37', 'Long Balls', '57')]"
"[('11', 'Fouls', '14')]","[('5', 'Corners', '5')]","[('25', 'Crosses', '18')]","[('781', 'Touches', '472')]","[('15', 'Tackles', '30')]","[('9', 'Interceptions', '13')]","[('20', 'Aerials Won', '18')]","[('10', 'Clearances', '31')]","[('0', 'Offsides', '0')]","[('6', 'Goal Kicks', '15')]","[('23', 'Throw Ins', '12')]","[('25', 'Long Balls', '62')]"
"[('18', 'Fouls', '9')]","[('19', 'Corners', '3')]","[('37', 'Crosses', '10')]","[('692', 'Touches', '432')]","[('13', 'Tackles', '15')]","[('11', 'Interceptions', '13')]","[('13', 'Aerials Won', '16')]","[('9', 'Clearances', '27')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '9')]","[('28', 'Throw Ins', '17')]","[('57', 'Long Balls', '66')]"
"[('20', 'Fouls', '13')]","[('6', 'Corners', '2')]","[('19', 'Crosses', '9')]","[('760', 'Touches', '513')]","[('12', 'Tackles', '14')]","[('10', 'Interceptions', '14')]","[('8', 'Aerials Won', '15')]","[('6', 'Clearances', '14')]","[('1', 'Offsides', '5')]","[('2', 'Goal Kicks', '14')]","[('10', 'Throw Ins', '17')]","[('36', 'Long Balls', '60')]"
"[('15', 'Fouls', '10')]","[('18', 'Corners', '2')]","[('41', 'Crosses', '5')]","[('678', 'Touches', '406')]","[('18', 'Tackles', '15')]","[('11', 'Interceptions', '10')]","[('23', 'Aerials Won', '18')]","[('6', 'Clearances', '38')]","[('2', 'Offsides', '0')]","[('5', 'Goal Kicks', '17')]","[('30', 'Throw Ins', '18')]","[('38', 'Long Balls', '59')]"
"[('17', 'Fouls', '10')]","[('5', 'Corners', '3')]","[('18', 'Crosses', '18')]","[('530', 'Touches', '638')]","[('17', 'Tackles', '9')]","[('5', 'Interceptions', '6')]","[('20', 'Aerials Won', '10')]","[('21', 'Clearances', '12')]","[('1', 'Offsides', '2')]","[('9', 'Goal Kicks', '8')]","[('15', 'Throw Ins', '27')]","[('64', 'Long Balls', '56')]"
"[('14', 'Fouls', '22')]","[('3', 'Corners', '5')]","[('15', 'Crosses', '17')]","[('681', 'Touches', '588')]","[('22', 'Tackles', '16')]","[('12', 'Interceptions', '9')]","[('16', 'Aerials Won', '21')]","[('12', 'Clearances', '17')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '10')]","[('27', 'Throw Ins', '17')]","[('64', 'Long Balls', '75')]"
"[('14', 'Fouls', '19')]","[('7', 'Corners', '5')]","[('17', 'Crosses', '13')]","[('672', 'Touches', '563')]","[('15', 'Tackles', '16')]","[('10', 'Interceptions', '5')]","[('17', 'Aerials Won', '14')]","[('12', 'Clearances', '13')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '6')]","[('23', 'Throw Ins', '16')]","[('42', 'Long Balls', '38')]"
"[('12', 'Fouls', '10')]","[('8', 'Corners', '2')]","[('23', 'Crosses', '9')]","[('821', 'Touches', '467')]","[('17', 'Tackles', '14')]","[('4', 'Interceptions', '6')]","[('27', 'Aerials Won', '18')]","[('9', 'Clearances', '25')]","[('1', 'Offsides', '2')]","[('1', 'Goal Kicks', '14')]","[('18', 'Throw Ins', '22')]","[('53', 'Long Balls', '67')]"
"[('16', 'Fouls', '11')]","[('3', 'Corners', '5')]","[('24', 'Crosses', '22')]","[('670', 'Touches', '429')]","[('10', 'Tackles', '12')]","[('7', 'Interceptions', '7')]","[('13', 'Aerials Won', '24')]","[('19', 'Clearances', '17')]","[('4', 'Offsides', '3')]","[('10', 'Goal Kicks', '10')]","[('15', 'Throw Ins', '16')]","[('54', 'Long Balls', '42')]"
"[('18', 'Fouls', '9')]","[('2', 'Corners', '6')]","[('18', 'Crosses', '22')]","[('726', 'Touches', '558')]","[('19', 'Tackles', '17')]","[('4', 'Interceptions', '7')]","[('11', 'Aerials Won', '15')]","[('16', 'Clearances', '13')]","[('1', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('20', 'Throw Ins', '12')]","[('60', 'Long Balls', '58')]"
"[('20', 'Fouls', '16')]","[('6', 'Corners', '4')]","[('42', 'Crosses', '15')]","[('700', 'Touches', '463')]","[('24', 'Tackles', '13')]","[('4', 'Interceptions', '11')]","[('26', 'Aerials Won', '18')]","[('9', 'Clearances', '47')]","[('3', 'Offsides', '1')]","[('5', 'Goal Kicks', '10')]","[('25', 'Throw Ins', '20')]","[('35', 'Long Balls', '76')]"
"[('8', 'Fouls', '11')]","[('6', 'Corners', '4')]","[('10', 'Crosses', '26')]","[('605', 'Touches', '788')]","[('13', 'Tackles', '22')]","[('8', 'Interceptions', '16')]","[('9', 'Aerials Won', '16')]","[('34', 'Clearances', '13')]","[('3', 'Offsides', '1')]","[('12', 'Goal Kicks', '4')]","[('14', 'Throw Ins', '19')]","[('52', 'Long Balls', '34')]"
"[('15', 'Fouls', '16')]","[('11', 'Corners', '3')]","[('20', 'Crosses', '9')]","[('805', 'Touches', '515')]","[('10', 'Tackles', '16')]","[('4', 'Interceptions', '19')]","[('7', 'Aerials Won', '10')]","[('8', 'Clearances', '24')]","[('0', 'Offsides', '1')]","[('4', 'Goal Kicks', '12')]","[('11', 'Throw Ins', '7')]","[('36', 'Long Balls', '42')]"
"[('16', 'Fouls', '9')]","[('4', 'Corners', '3')]","[('9', 'Crosses', '16')]","[('594', 'Touches', '786')]","[('20', 'Tackles', '13')]","[('19', 'Interceptions', '17')]","[('16', 'Aerials Won', '6')]","[('22', 'Clearances', '5')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '4')]","[('14', 'Throw Ins', '18')]","[('58', 'Long Balls', '54')]"
"[('10', 'Fouls', '11')]","[('11', 'Corners', '2')]","[('34', 'Crosses', '3')]","[('726', 'Touches', '458')]","[('17', 'Tackles', '16')]","[('10', 'Interceptions', '12')]","[('17', 'Aerials Won', '16')]","[('7', 'Clearances', '32')]","[('3', 'Offsides', '0')]","[('7', 'Goal Kicks', '10')]","[('25', 'Throw Ins', '16')]","[('45', 'Long Balls', '61')]"
"[('10', 'Fouls', '13')]","[('5', 'Corners', '2')]","[('26', 'Crosses', '12')]","[('608', 'Touches', '630')]","[('16', 'Tackles', '14')]","[('13', 'Interceptions', '4')]","[('8', 'Aerials Won', '13')]","[('10', 'Clearances', '23')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '10')]","[('23', 'Throw Ins', '19')]","[('38', 'Long Balls', '54')]"
"[('14', 'Fouls', '25')]","[('3', 'Corners', '4')]","[('14', 'Crosses', '14')]","[('526', 'Touches', '653')]","[('19', 'Tackles', '17')]","[('11', 'Interceptions', '13')]","[('14', 'Aerials Won', '13')]","[('21', 'Clearances', '19')]","[('0', 'Offsides', '4')]","[('5', 'Goal Kicks', '14')]","[('20', 'Throw Ins', '20')]","[('55', 'Long Balls', '47')]"
"[('17', 'Fouls', '16')]","[('2', 'Corners', '4')]","[('17', 'Crosses', '19')]","[('581', 'Touches', '663')]","[('15', 'Tackles', '11')]","[('7', 'Interceptions', '8')]","[('17', 'Aerials Won', '10')]","[('24', 'Clearances', '19')]","[('1', 'Offsides', '0')]","[('16', 'Goal Kicks', '6')]","[('11', 'Throw Ins', '14')]","[('46', 'Long Balls', '48')]"
"[('13', 'Fouls', '15')]","[('6', 'Corners', '5')]","[('22', 'Crosses', '20')]","[('515', 'Touches', '696')]","[('14', 'Tackles', '16')]","[('15', 'Interceptions', '7')]","[('18', 'Aerials Won', '17')]","[('20', 'Clearances', '18')]","[('0', 'Offsides', '2')]","[('11', 'Goal Kicks', '6')]","[('19', 'Throw Ins', '29')]","[('51', 'Long Balls', '55')]"
"[('14', 'Fouls', '20')]","[('17', 'Corners', '2')]","[('52', 'Crosses', '17')]","[('791', 'Touches', '437')]","[('9', 'Tackles', '17')]","[('9', 'Interceptions', '13')]","[('27', 'Aerials Won', '20')]","[('12', 'Clearances', '53')]","[('0', 'Offsides', '0')]","[('7', 'Goal Kicks', '11')]","[('25', 'Throw Ins', '19')]","[('42', 'Long Balls', '50')]"
[],[],[],"[('0', 'Touches', '1')]",[],[],[],[],[],[],[],[]
"[('12', 'Fouls', '16')]","[('13', 'Corners', '5')]","[('33', 'Crosses', '7')]","[('639', 'Touches', '684')]","[('16', 'Tackles', '15')]","[('11', 'Interceptions', '10')]","[('22', 'Aerials Won', '14')]","[('7', 'Clearances', '46')]","[('1', 'Offsides', '0')]","[('3', 'Goal Kicks', '13')]","[('21', 'Throw Ins', '23')]","[('53', 'Long Balls', '36')]"
"[('15', 'Fouls', '14')]","[('5', 'Corners', '3')]","[('19', 'Crosses', '11')]","[('542', 'Touches', '790')]","[('20', 'Tackles', '15')]","[('9', 'Interceptions', '10')]","[('9', 'Aerials Won', '11')]","[('13', 'Clearances', '20')]","[('1', 'Offsides', '2')]","[('7', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '20')]","[('42', 'Long Balls', '36')]"
"[('12', 'Fouls', '20')]","[('10', 'Corners', '4')]","[('44', 'Crosses', '18')]","[('661', 'Touches', '562')]","[('8', 'Tackles', '16')]","[('9', 'Interceptions', '16')]","[('17', 'Aerials Won', '20')]","[('9', 'Clearances', '37')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '11')]","[('15', 'Throw Ins', '19')]","[('45', 'Long Balls', '54')]"
"[('0', 'Fouls', '1')]",[],[],"[('4', 'Touches', '0')]",[],[],[],[],[],[],[],[]
"[('29', 'Fouls', '16')]","[('5', 'Corners', '5')]","[('15', 'Crosses', '20')]","[('671', 'Touches', '569')]","[('16', 'Tackles', '19')]","[('8', 'Interceptions', '10')]","[('10', 'Aerials Won', '16')]","[('17', 'Clearances', '25')]","[('2', 'Offsides', '0')]","[('1', 'Goal Kicks', '8')]","[('23', 'Throw Ins', '15')]","[('32', 'Long Balls', '44')]"
"[('17', 'Fouls', '16')]","[('6', 'Corners', '4')]","[('24', 'Crosses', '9')]","[('583', 'Touches', '552')]","[('20', 'Tackles', '9')]","[('10', 'Interceptions', '13')]","[('11', 'Aerials Won', '20')]","[('5', 'Clearances', '19')]","[('1', 'Offsides', '3')]","[('5', 'Goal Kicks', '11')]","[('27', 'Throw Ins', '21')]","[('55', 'Long Balls', '55')]"
"[('18', 'Fouls', '21')]","[('3', 'Corners', '6')]","[('18', 'Crosses', '9')]","[('591', 'Touches', '691')]","[('10', 'Tackles', '14')]","[('8', 'Interceptions', '5')]","[('10', 'Aerials Won', '7')]","[('10', 'Clearances', '25')]","[('4', 'Offsides', '1')]","[('3', 'Goal Kicks', '6')]","[('22', 'Throw Ins', '17')]","[('56', 'Long Balls', '73')]"
"[('15', 'Fouls', '16')]","[('1', 'Corners', '5')]","[('12', 'Crosses', '13')]","[('538', 'Touches', '677')]","[('14', 'Tackles', '10')]","[('9', 'Interceptions', '6')]","[('14', 'Aerials Won', '15')]","[('9', 'Clearances', '12')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '10')]","[('19', 'Throw Ins', '17')]","[('65', 'Long Balls', '33')]"
"[('16', 'Fouls', '9')]","[('6', 'Corners', '3')]","[('20', 'Crosses', '10')]","[('511', 'Touches', '533')]","[('12', 'Tackles', '12')]","[('8', 'Interceptions', '14')]","[('16', 'Aerials Won', '13')]","[('10', 'Clearances', '20')]","[('3', 'Offsides', '5')]","[('10', 'Goal Kicks', '6')]","[('26', 'Throw Ins', '17')]","[('48', 'Long Balls', '66')]"
"[('21', 'Fouls', '13')]","[('2', 'Corners', '5')]","[('15', 'Crosses', '11')]","[('642', 'Touches', '544')]","[('23', 'Tackles', '14')]","[('7', 'Interceptions', '8')]","[('16', 'Aerials Won', '11')]","[('6', 'Clearances', '14')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '14')]","[('19', 'Throw Ins', '24')]","[('41', 'Long Balls', '46')]"
"[('21', 'Fouls', '13')]","[('1', 'Corners', '3')]","[('14', 'Crosses', '22')]","[('559', 'Touches', '647')]","[('22', 'Tackles', '15')]","[('15', 'Interceptions', '9')]","[('8', 'Aerials Won', '15')]","[('20', 'Clearances', '4')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '6')]","[('16', 'Throw Ins', '19')]","[('44', 'Long Balls', '51')]"
"[('18', 'Fouls', '13')]","[('8', 'Corners', '3')]","[('8', 'Crosses', '5')]","[('799', 'Touches', '472')]","[('23', 'Tackles', '18')]","[('9', 'Interceptions', '8')]","[('12', 'Aerials Won', '10')]","[('8', 'Clearances', '17')]","[('0', 'Offsides', '2')]","[('2', 'Goal Kicks', '10')]","[('21', 'Throw Ins', '13')]","[('35', 'Long Balls', '51')]"
"[('21', 'Fouls', '14')]","[('3', 'Corners', '5')]","[('20', 'Crosses', '13')]","[('730', 'Touches', '559')]","[('14', 'Tackles', '28')]","[('8', 'Interceptions', '13')]","[('25', 'Aerials Won', '9')]","[('15', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('5', 'Goal Kicks', '15')]","[('25', 'Throw Ins', '18')]","[('48', 'Long Balls', '48')]"
"[('18', 'Fouls', '16')]","[('7', 'Corners', '2')]","[('26', 'Crosses', '13')]","[('584', 'Touches', '560')]","[('26', 'Tackles', '11')]","[('12', 'Interceptions', '7')]","[('18', 'Aerials Won', '11')]","[('19', 'Clearances', '33')]","[('1', 'Offsides', '1')]","[('3', 'Goal Kicks', '11')]","[('15', 'Throw Ins', '20')]","[('45', 'Long Balls', '48')]"
"[('12', 'Fouls', '15')]","[('3', 'Corners', '5')]","[('15', 'Crosses', '15')]","[('584', 'Touches', '553')]","[('19', 'Tackles', '16')]","[('18', 'Interceptions', '9')]","[('14', 'Aerials Won', '15')]","[('12', 'Clearances', '16')]","[('4', 'Offsides', '0')]","[('2', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '22')]","[('69', 'Long Balls', '29')]"
"[('5', 'Fouls', '13')]","[('2', 'Corners', '6')]","[('7', 'Crosses', '27')]","[('297', 'Touches', '452')]","[('7', 'Tackles', '9')]","[('12', 'Interceptions', '6')]","[('13', 'Aerials Won', '14')]","[('15', 'Clearances', '6')]","[('3', 'Offsides', '2')]","[('7', 'Goal Kicks', '4')]","[('12', 'Throw Ins', '17')]","[('30', 'Long Balls', '41')]"
"[('10', 'Fouls', '19')]","[('4', 'Corners', '2')]","[('20', 'Crosses', '19')]","[('625', 'Touches', '562')]","[('18', 'Tackles', '17')]","[('14', 'Interceptions', '14')]","[('12', 'Aerials Won', '15')]","[('17', 'Clearances', '14')]","[('4', 'Offsides', '2')]","[('12', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '19')]","[('58', 'Long Balls', '50')]"
"[('13', 'Fouls', '8')]","[('11', 'Corners', '3')]","[('29', 'Crosses', '16')]","[('739', 'Touches', '623')]","[('15', 'Tackles', '9')]","[('17', 'Interceptions', '8')]","[('7', 'Aerials Won', '11')]","[('11', 'Clearances', '26')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '13')]","[('18', 'Throw Ins', '15')]","[('40', 'Long Balls', '49')]"
"[('15', 'Fouls', '19')]","[('11', 'Corners', '5')]","[('24', 'Crosses', '23')]","[('464', 'Touches', '738')]","[('11', 'Tackles', '16')]","[('15', 'Interceptions', '11')]","[('13', 'Aerials Won', '12')]","[('19', 'Clearances', '16')]","[('2', 'Offsides', '1')]","[('7', 'Goal Kicks', '6')]","[('16', 'Throw Ins', '23')]","[('52', 'Long Balls', '32')]"
"[('16', 'Fouls', '18')]","[('5', 'Corners', '7')]","[('16', 'Crosses', '14')]","[('629', 'Touches', '599')]","[('12', 'Tackles', '8')]","[('7', 'Interceptions', '9')]","[('6', 'Aerials Won', '17')]","[('18', 'Clearances', '14')]","[('4', 'Offsides', '3')]","[('7', 'Goal Kicks', '8')]","[('16', 'Throw Ins', '17')]","[('58', 'Long Balls', '57')]"
"[('16', 'Fouls', '14')]","[('7', 'Corners', '5')]","[('36', 'Crosses', '12')]","[('705', 'Touches', '767')]","[('13', 'Tackles', '26')]","[('9', 'Interceptions', '14')]","[('13', 'Aerials Won', '8')]","[('6', 'Clearances', '21')]","[('0', 'Offsides', '0')]","[('7', 'Goal Kicks', '11')]","[('20', 'Throw Ins', '10')]","[('39', 'Long Balls', '48')]"
"[('14', 'Fouls', '15')]","[('4', 'Corners', '0')]","[('21', 'Crosses', '8')]","[('631', 'Touches', '464')]","[('13', 'Tackles', '17')]","[('4', 'Interceptions', '11')]","[('12', 'Aerials Won', '13')]","[('9', 'Clearances', '21')]","[('2', 'Offsides', '1')]","[('11', 'Goal Kicks', '12')]","[('22', 'Throw Ins', '15')]","[('65', 'Long Balls', '70')]"
"[('13', 'Fouls', '24')]","[('1', 'Corners', '4')]","[('9', 'Crosses', '16')]","[('550', 'Touches', '611')]","[('18', 'Tackles', '27')]","[('13', 'Interceptions', '6')]","[('16', 'Aerials Won', '20')]","[('14', 'Clearances', '5')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '4')]","[('24', 'Throw Ins', '23')]","[('48', 'Long Balls', '66')]"
"[('9', 'Fouls', '22')]","[('2', 'Corners', '6')]","[('12', 'Crosses', '28')]","[('477', 'Touches', '769')]","[('17', 'Tackles', '12')]","[('13', 'Interceptions', '8')]","[('8', 'Aerials Won', '12')]","[('28', 'Clearances', '13')]","[('0', 'Offsides', '0')]","[('11', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '27')]","[('55', 'Long Balls', '61')]"
"[('20', 'Fouls', '19')]","[('5', 'Corners', '7')]","[('18', 'Crosses', '23')]","[('633', 'Touches', '534')]","[('14', 'Tackles', '18')]","[('5', 'Interceptions', '4')]","[('18', 'Aerials Won', '14')]","[('16', 'Clearances', '19')]","[('0', 'Offsides', '2')]","[('6', 'Goal Kicks', '8')]","[('33', 'Throw Ins', '27')]","[('83', 'Long Balls', '65')]"
"[('15', 'Fouls', '7')]","[('10', 'Corners', '0')]","[('32', 'Crosses', '8')]","[('758', 'Touches', '529')]","[('15', 'Tackles', '8')]","[('17', 'Interceptions', '5')]","[('20', 'Aerials Won', '6')]","[('6', 'Clearances', '20')]","[('0', 'Offsides', '3')]","[('8', 'Goal Kicks', '16')]","[('13', 'Throw Ins', '26')]","[('42', 'Long Balls', '50')]"
"[('14', 'Fouls', '16')]","[('5', 'Corners', '6')]","[('37', 'Crosses', '8')]","[('816', 'Touches', '451')]","[('13', 'Tackles', '12')]","[('5', 'Interceptions', '8')]","[('19', 'Aerials Won', '19')]","[('8', 'Clearances', '21')]","[('4', 'Offsides', '1')]","[('8', 'Goal Kicks', '17')]","[('24', 'Throw Ins', '16')]","[('34', 'Long Balls', '64')]"
"[('20', 'Fouls', '21')]","[('2', 'Corners', '5')]","[('9', 'Crosses', '16')]","[('495', 'Touches', '820')]","[('18', 'Tackles', '11')]","[('12', 'Interceptions', '16')]","[('18', 'Aerials Won', '24')]","[('29', 'Clearances', '9')]","[('3', 'Offsides', '1')]","[('10', 'Goal Kicks', '3')]","[('16', 'Throw Ins', '22')]","[('85', 'Long Balls', '61')]"
"[('21', 'Fouls', '14')]","[('5', 'Corners', '6')]","[('16', 'Crosses', '17')]","[('525', 'Touches', '531')]","[('5', 'Tackles', '8')]","[('12', 'Interceptions', '13')]","[('23', 'Aerials Won', '7')]","[('16', 'Clearances', '14')]","[('4', 'Offsides', '0')]","[('9', 'Goal Kicks', '9')]","[('12', 'Throw Ins', '14')]","[('58', 'Long Balls', '55')]"
"[('21', 'Fouls', '25')]","[('0', 'Corners', '3')]","[('14', 'Crosses', '13')]","[('667', 'Touches', '576')]","[('12', 'Tackles', '13')]","[('12', 'Interceptions', '5')]","[('10', 'Aerials Won', '7')]","[('8', 'Clearances', '18')]","[('1', 'Offsides', '0')]","[('5', 'Goal Kicks', '10')]","[('16', 'Throw Ins', '12')]","[('56', 'Long Balls', '50')]"
"[('14', 'Fouls', '12')]","[('5', 'Corners', '1')]","[('14', 'Crosses', '8')]","[('736', 'Touches', '567')]","[('9', 'Tackles', '14')]","[('12', 'Interceptions', '10')]","[('8', 'Aerials Won', '16')]","[('5', 'Clearances', '19')]","[('0', 'Offsides', '5')]","[('9', 'Goal Kicks', '12')]","[('20', 'Throw Ins', '17')]","[('50', 'Long Balls', '74')]"
"[('15', 'Fouls', '16')]","[('8', 'Corners', '2')]","[('23', 'Crosses', '10')]","[('609', 'Touches', '632')]","[('10', 'Tackles', '19')]","[('7', 'Interceptions', '10')]","[('8', 'Aerials Won', '16')]","[('11', 'Clearances', '22')]","[('1', 'Offsides', '4')]","[('6', 'Goal Kicks', '2')]","[('19', 'Throw Ins', '20')]","[('43', 'Long Balls', '59')]"
"[('14', 'Fouls', '26')]","[('9', 'Corners', '2')]","[('20', 'Crosses', '8')]","[('619', 'Touches', '564')]","[('14', 'Tackles', '15')]","[('17', 'Interceptions', '15')]","[('5', 'Aerials Won', '13')]","[('4', 'Clearances', '16')]","[('5', 'Offsides', '1')]","[('5', 'Goal Kicks', '11')]","[('19', 'Throw Ins', '17')]","[('44', 'Long Balls', '57')]"
"[('22', 'Fouls', '18')]","[('2', 'Corners', '6')]","[('9', 'Crosses', '17')]","[('411', 'Touches', '788')]","[('18', 'Tackles', '13')]","[('16', 'Interceptions', '3')]","[('22', 'Aerials Won', '21')]","[('26', 'Clearances', '7')]","[('4', 'Offsides', '2')]","[('10', 'Goal Kicks', '7')]","[('14', 'Throw Ins', '35')]","[('39', 'Long Balls', '94')]"
"[('8', 'Fouls', '17')]","[('5', 'Corners', '6')]","[('16', 'Crosses', '11')]","[('642', 'Touches', '824')]","[('19', 'Tackles', '17')]","[('15', 'Interceptions', '14')]","[('10', 'Aerials Won', '19')]","[('12', 'Clearances', '12')]","[('2', 'Offsides', '2')]","[('13', 'Goal Kicks', '7')]","[('13', 'Throw Ins', '21')]","[('55', 'Long Balls', '45')]"
"[('17', 'Fouls', '21')]","[('9', 'Corners', '2')]","[('29', 'Crosses', '7')]","[('563', 'Touches', '417')]","[('15', 'Tackles', '12')]","[('13', 'Interceptions', '11')]","[('7', 'Aerials Won', '7')]","[('7', 'Clearances', '17')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '7')]","[('14', 'Throw Ins', '17')]","[('35', 'Long Balls', '46')]"
"[('18', 'Fouls', '11')]","[('5', 'Corners', '3')]","[('13', 'Crosses', '12')]","[('670', 'Touches', '663')]","[('25', 'Tackles', '17')]","[('11', 'Interceptions', '6')]","[('15', 'Aerials Won', '9')]","[('14', 'Clearances', '7')]","[('3', 'Offsides', '1')]","[('5', 'Goal Kicks', '8')]","[('12', 'Throw Ins', '38')]","[('80', 'Long Balls', '58')]"
"[('18', 'Fouls', '18')]","[('7', 'Corners', '5')]","[('24', 'Crosses', '16')]","[('571', 'Touches', '405')]","[('10', 'Tackles', '12')]","[('5', 'Interceptions', '8')]","[('9', 'Aerials Won', '9')]","[('11', 'Clearances', '20')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '13')]","[('50', 'Long Balls', '50')]"
"[('11', 'Fouls', '11')]","[('7', 'Corners', '5')]","[('26', 'Crosses', '14')]","[('651', 'Touches', '456')]","[('16', 'Tackles', '16')]","[('10', 'Interceptions', '12')]","[('15', 'Aerials Won', '19')]","[('12', 'Clearances', '23')]","[('0', 'Offsides', '1')]","[('4', 'Goal Kicks', '5')]","[('22', 'Throw Ins', '25')]","[('62', 'Long Balls', '43')]"
"[('14', 'Fouls', '19')]","[('4', 'Corners', '4')]","[('16', 'Crosses', '22')]","[('622', 'Touches', '674')]","[('16', 'Tackles', '19')]","[('12', 'Interceptions', '11')]","[('12', 'Aerials Won', '10')]","[('17', 'Clearances', '9')]","[('0', 'Offsides', '2')]","[('15', 'Goal Kicks', '8')]","[('22', 'Throw Ins', '20')]","[('81', 'Long Balls', '50')]"
"[('27', 'Fouls', '13')]","[('9', 'Corners', '2')]","[('28', 'Crosses', '16')]","[('630', 'Touches', '585')]","[('14', 'Tackles', '15')]","[('12', 'Interceptions', '13')]","[('16', 'Aerials Won', '15')]","[('11', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('6', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '14')]","[('55', 'Long Balls', '59')]"
"[('11', 'Fouls', '15')]","[('4', 'Corners', '5')]","[('10', 'Crosses', '17')]","[('478', 'Touches', '569')]","[('10', 'Tackles', '18')]","[('16', 'Interceptions', '6')]","[('8', 'Aerials Won', '8')]","[('21', 'Clearances', '7')]","[('4', 'Offsides', '1')]","[('8', 'Goal Kicks', '6')]","[('18', 'Throw Ins', '35')]","[('52', 'Long Balls', '55')]"
