0,1,2,3,4,5,6,7,8,9,10,11
"[('10', 'Fouls', '10')]","[('15', 'Corners', '4')]","[('31', 'Crosses', '20')]","[('840', 'Touches', '573')]","[('23', 'Tackles', '18')]","[('11', 'Interceptions', '16')]","[('10', 'Aerials Won', '13')]","[('17', 'Clearances', '22')]","[('1', 'Offsides', '0')]","[('9', 'Goal Kicks', '5')]","[('16', 'Throw Ins', '19')]","[('44', 'Long Balls', '32')]"
"[('15', 'Fouls', '22')]","[('1', 'Corners', '11')]","[('19', 'Crosses', '19')]","[('637', 'Touches', '582')]","[('21', 'Tackles', '16')]","[('11', 'Interceptions', '6')]","[('22', 'Aerials Won', '21')]","[('21', 'Clearances', '17')]","[('2', 'Offsides', '2')]","[('10', 'Goal Kicks', '10')]","[('15', 'Throw Ins', '28')]","[('64', 'Long Balls', '41')]"
"[('13', 'Fouls', '15')]","[('9', 'Corners', '2')]","[('25', 'Crosses', '11')]","[('666', 'Touches', '562')]","[('14', 'Tackles', '22')]","[('10', 'Interceptions', '11')]","[('20', 'Aerials Won', '26')]","[('11', 'Clearances', '33')]","[('0', 'Offsides', '0')]","[('5', 'Goal Kicks', '13')]","[('14', 'Throw Ins', '18')]","[('45', 'Long Balls', '58')]"
"[('20', 'Fouls', '9')]","[('6', 'Corners', '11')]","[('17', 'Crosses', '15')]","[('522', 'Touches', '605')]","[('26', 'Tackles', '16')]","[('10', 'Interceptions', '8')]","[('19', 'Aerials Won', '22')]","[('25', 'Clearances', '16')]","[('4', 'Offsides', '1')]","[('8', 'Goal Kicks', '8')]","[('25', 'Throw Ins', '17')]","[('64', 'Long Balls', '42')]"
"[('11', 'Fouls', '14')]","[('4', 'Corners', '10')]","[('15', 'Crosses', '30')]","[('563', 'Touches', '786')]","[('14', 'Tackles', '22')]","[('19', 'Interceptions', '14')]","[('28', 'Aerials Won', '17')]","[('46', 'Clearances', '11')]","[('2', 'Offsides', '1')]","[('11', 'Goal Kicks', '6')]","[('25', 'Throw Ins', '31')]","[('54', 'Long Balls', '48')]"
"[('21', 'Fouls', '24')]","[('10', 'Corners', '0')]","[('38', 'Crosses', '4')]","[('767', 'Touches', '416')]","[('13', 'Tackles', '26')]","[('2', 'Interceptions', '12')]","[('25', 'Aerials Won', '27')]","[('8', 'Clearances', '43')]","[('4', 'Offsides', '0')]","[('2', 'Goal Kicks', '10')]","[('30', 'Throw Ins', '19')]","[('27', 'Long Balls', '69')]"
"[('18', 'Fouls', '9')]","[('6', 'Corners', '2')]","[('10', 'Crosses', '15')]","[('750', 'Touches', '698')]","[('20', 'Tackles', '16')]","[('12', 'Interceptions', '9')]","[('7', 'Aerials Won', '12')]","[('12', 'Clearances', '11')]","[('0', 'Offsides', '0')]","[('7', 'Goal Kicks', '4')]","[('14', 'Throw Ins', '9')]","[('40', 'Long Balls', '38')]"
"[('20', 'Fouls', '27')]","[('9', 'Corners', '2')]","[('27', 'Crosses', '8')]","[('744', 'Touches', '562')]","[('19', 'Tackles', '22')]","[('19', 'Interceptions', '18')]","[('21', 'Aerials Won', '14')]","[('8', 'Clearances', '30')]","[('2', 'Offsides', '3')]","[('8', 'Goal Kicks', '9')]","[('29', 'Throw Ins', '20')]","[('45', 'Long Balls', '45')]"
"[('16', 'Fouls', '9')]","[('2', 'Corners', '6')]","[('13', 'Crosses', '16')]","[('663', 'Touches', '722')]","[('19', 'Tackles', '18')]","[('13', 'Interceptions', '8')]","[('14', 'Aerials Won', '20')]","[('14', 'Clearances', '16')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '8')]","[('12', 'Throw Ins', '19')]","[('37', 'Long Balls', '37')]"
"[('13', 'Fouls', '12')]","[('5', 'Corners', '8')]","[('35', 'Crosses', '22')]","[('726', 'Touches', '502')]","[('14', 'Tackles', '15')]","[('11', 'Interceptions', '7')]","[('16', 'Aerials Won', '15')]","[('12', 'Clearances', '32')]","[('0', 'Offsides', '1')]","[('10', 'Goal Kicks', '14')]","[('22', 'Throw Ins', '14')]","[('68', 'Long Balls', '55')]"
"[('15', 'Fouls', '12')]","[('5', 'Corners', '1')]","[('28', 'Crosses', '16')]","[('587', 'Touches', '647')]","[('7', 'Tackles', '17')]","[('6', 'Interceptions', '8')]","[('17', 'Aerials Won', '23')]","[('24', 'Clearances', '23')]","[('1', 'Offsides', '1')]","[('5', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '14')]","[('56', 'Long Balls', '52')]"
"[('15', 'Fouls', '14')]","[('9', 'Corners', '3')]","[('30', 'Crosses', '15')]","[('655', 'Touches', '464')]","[('15', 'Tackles', '11')]","[('7', 'Interceptions', '4')]","[('12', 'Aerials Won', '13')]","[('18', 'Clearances', '23')]","[('0', 'Offsides', '0')]","[('6', 'Goal Kicks', '11')]","[('18', 'Throw Ins', '18')]","[('25', 'Long Balls', '43')]"
"[('12', 'Fouls', '12')]","[('10', 'Corners', '5')]","[('26', 'Crosses', '15')]","[('777', 'Touches', '528')]","[('12', 'Tackles', '12')]","[('9', 'Interceptions', '14')]","[('14', 'Aerials Won', '22')]","[('11', 'Clearances', '21')]","[('3', 'Offsides', '0')]","[('7', 'Goal Kicks', '11')]","[('15', 'Throw Ins', '13')]","[('51', 'Long Balls', '57')]"
"[('12', 'Fouls', '20')]","[('17', 'Corners', '2')]","[('45', 'Crosses', '12')]","[('723', 'Touches', '442')]","[('16', 'Tackles', '14')]","[('8', 'Interceptions', '4')]","[('28', 'Aerials Won', '14')]","[('12', 'Clearances', '41')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '11')]","[('22', 'Throw Ins', '13')]","[('32', 'Long Balls', '55')]"
"[('10', 'Fouls', '11')]","[('4', 'Corners', '8')]","[('15', 'Crosses', '29')]","[('447', 'Touches', '789')]","[('19', 'Tackles', '17')]","[('16', 'Interceptions', '4')]","[('9', 'Aerials Won', '11')]","[('19', 'Clearances', '12')]","[('1', 'Offsides', '1')]","[('14', 'Goal Kicks', '8')]","[('27', 'Throw Ins', '22')]","[('59', 'Long Balls', '49')]"
"[('18', 'Fouls', '17')]","[('2', 'Corners', '6')]","[('15', 'Crosses', '18')]","[('635', 'Touches', '589')]","[('20', 'Tackles', '11')]","[('9', 'Interceptions', '18')]","[('17', 'Aerials Won', '21')]","[('20', 'Clearances', '18')]","[('4', 'Offsides', '1')]","[('4', 'Goal Kicks', '2')]","[('16', 'Throw Ins', '9')]","[('37', 'Long Balls', '50')]"
"[('17', 'Fouls', '18')]","[('2', 'Corners', '5')]","[('23', 'Crosses', '12')]","[('653', 'Touches', '686')]","[('23', 'Tackles', '11')]","[('20', 'Interceptions', '21')]","[('24', 'Aerials Won', '12')]","[('10', 'Clearances', '39')]","[('2', 'Offsides', '0')]","[('10', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '14')]","[('42', 'Long Balls', '52')]"
"[('18', 'Fouls', '11')]","[('7', 'Corners', '6')]","[('24', 'Crosses', '12')]","[('720', 'Touches', '615')]","[('18', 'Tackles', '20')]","[('29', 'Interceptions', '11')]","[('12', 'Aerials Won', '22')]","[('18', 'Clearances', '12')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '11')]","[('19', 'Throw Ins', '21')]","[('48', 'Long Balls', '66')]"
"[('11', 'Fouls', '15')]","[('4', 'Corners', '7')]","[('16', 'Crosses', '17')]","[('638', 'Touches', '633')]","[('18', 'Tackles', '25')]","[('18', 'Interceptions', '6')]","[('24', 'Aerials Won', '11')]","[('15', 'Clearances', '13')]","[('1', 'Offsides', '0')]","[('15', 'Goal Kicks', '10')]","[('17', 'Throw Ins', '14')]","[('53', 'Long Balls', '51')]"
[],[],[],"[('0', 'Touches', '3')]",[],[],[],[],[],[],[],[]
"[('9', 'Fouls', '10')]","[('2', 'Corners', '1')]","[('13', 'Crosses', '9')]","[('731', 'Touches', '615')]","[('30', 'Tackles', '14')]","[('5', 'Interceptions', '5')]","[('15', 'Aerials Won', '9')]","[('9', 'Clearances', '8')]","[('2', 'Offsides', '1')]","[('3', 'Goal Kicks', '16')]","[('16', 'Throw Ins', '24')]","[('43', 'Long Balls', '51')]"
"[('18', 'Fouls', '13')]","[('1', 'Corners', '7')]","[('14', 'Crosses', '23')]","[('536', 'Touches', '659')]","[('14', 'Tackles', '14')]","[('11', 'Interceptions', '6')]","[('14', 'Aerials Won', '20')]","[('29', 'Clearances', '6')]","[('2', 'Offsides', '0')]","[('11', 'Goal Kicks', '4')]","[('10', 'Throw Ins', '16')]","[('48', 'Long Balls', '41')]"
"[('15', 'Fouls', '14')]","[('12', 'Corners', '4')]","[('40', 'Crosses', '11')]","[('745', 'Touches', '373')]","[('11', 'Tackles', '8')]","[('6', 'Interceptions', '5')]","[('21', 'Aerials Won', '20')]","[('8', 'Clearances', '33')]","[('5', 'Offsides', '0')]","[('7', 'Goal Kicks', '19')]","[('20', 'Throw Ins', '18')]","[('42', 'Long Balls', '77')]"
"[('10', 'Fouls', '16')]","[('5', 'Corners', '5')]","[('27', 'Crosses', '16')]","[('501', 'Touches', '586')]","[('14', 'Tackles', '7')]","[('10', 'Interceptions', '8')]","[('22', 'Aerials Won', '27')]","[('26', 'Clearances', '26')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '10')]","[('23', 'Throw Ins', '17')]","[('56', 'Long Balls', '53')]"
"[('18', 'Fouls', '13')]","[('3', 'Corners', '4')]","[('23', 'Crosses', '13')]","[('633', 'Touches', '615')]","[('19', 'Tackles', '14')]","[('6', 'Interceptions', '11')]","[('14', 'Aerials Won', '11')]","[('12', 'Clearances', '13')]","[('3', 'Offsides', '2')]","[('8', 'Goal Kicks', '7')]","[('10', 'Throw Ins', '21')]","[('51', 'Long Balls', '41')]"
"[('24', 'Fouls', '14')]","[('3', 'Corners', '7')]","[('9', 'Crosses', '19')]","[('397', 'Touches', '697')]","[('23', 'Tackles', '13')]","[('9', 'Interceptions', '10')]","[('19', 'Aerials Won', '18')]","[('23', 'Clearances', '14')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '7')]","[('18', 'Throw Ins', '27')]","[('59', 'Long Balls', '45')]"
"[('23', 'Fouls', '13')]","[('10', 'Corners', '7')]","[('14', 'Crosses', '19')]","[('551', 'Touches', '606')]","[('18', 'Tackles', '16')]","[('8', 'Interceptions', '5')]","[('16', 'Aerials Won', '11')]","[('14', 'Clearances', '15')]","[('0', 'Offsides', '1')]","[('6', 'Goal Kicks', '10')]","[('20', 'Throw Ins', '19')]","[('49', 'Long Balls', '41')]"
"[('14', 'Fouls', '11')]","[('6', 'Corners', '17')]","[('20', 'Crosses', '31')]","[('584', 'Touches', '598')]","[('22', 'Tackles', '16')]","[('9', 'Interceptions', '15')]","[('29', 'Aerials Won', '16')]","[('27', 'Clearances', '11')]","[('4', 'Offsides', '1')]","[('5', 'Goal Kicks', '6')]","[('11', 'Throw Ins', '28')]","[('52', 'Long Balls', '53')]"
"[('20', 'Fouls', '12')]","[('4', 'Corners', '3')]","[('17', 'Crosses', '17')]","[('470', 'Touches', '684')]","[('11', 'Tackles', '20')]","[('14', 'Interceptions', '7')]","[('14', 'Aerials Won', '19')]","[('19', 'Clearances', '14')]","[('0', 'Offsides', '5')]","[('16', 'Goal Kicks', '6')]","[('25', 'Throw Ins', '17')]","[('53', 'Long Balls', '57')]"
"[('13', 'Fouls', '9')]","[('7', 'Corners', '2')]","[('50', 'Crosses', '12')]","[('750', 'Touches', '455')]","[('19', 'Tackles', '15')]","[('11', 'Interceptions', '8')]","[('25', 'Aerials Won', '15')]","[('6', 'Clearances', '45')]","[('0', 'Offsides', '0')]","[('4', 'Goal Kicks', '11')]","[('23', 'Throw Ins', '7')]","[('56', 'Long Balls', '55')]"
"[('9', 'Fouls', '11')]","[('6', 'Corners', '6')]","[('16', 'Crosses', '14')]","[('718', 'Touches', '520')]","[('19', 'Tackles', '14')]","[('10', 'Interceptions', '11')]","[('14', 'Aerials Won', '12')]","[('16', 'Clearances', '15')]","[('3', 'Offsides', '4')]","[('6', 'Goal Kicks', '10')]","[('21', 'Throw Ins', '24')]","[('48', 'Long Balls', '50')]"
"[('20', 'Fouls', '10')]","[('3', 'Corners', '4')]","[('29', 'Crosses', '10')]","[('607', 'Touches', '613')]","[('7', 'Tackles', '13')]","[('8', 'Interceptions', '4')]","[('13', 'Aerials Won', '16')]","[('9', 'Clearances', '26')]","[('0', 'Offsides', '0')]","[('8', 'Goal Kicks', '12')]","[('28', 'Throw Ins', '14')]","[('48', 'Long Balls', '66')]"
"[('9', 'Fouls', '13')]","[('10', 'Corners', '4')]","[('27', 'Crosses', '13')]","[('547', 'Touches', '669')]","[('12', 'Tackles', '15')]","[('8', 'Interceptions', '11')]","[('12', 'Aerials Won', '18')]","[('12', 'Clearances', '24')]","[('0', 'Offsides', '0')]","[('5', 'Goal Kicks', '10')]","[('18', 'Throw Ins', '23')]","[('45', 'Long Balls', '52')]"
"[('17', 'Fouls', '26')]","[('4', 'Corners', '0')]","[('17', 'Crosses', '4')]","[('635', 'Touches', '429')]","[('18', 'Tackles', '18')]","[('11', 'Interceptions', '5')]","[('25', 'Aerials Won', '9')]","[('5', 'Clearances', '11')]","[('3', 'Offsides', '1')]","[('3', 'Goal Kicks', '17')]","[('21', 'Throw Ins', '16')]","[('53', 'Long Balls', '54')]"
"[('15', 'Fouls', '15')]","[('12', 'Corners', '4')]","[('34', 'Crosses', '11')]","[('579', 'Touches', '498')]","[('13', 'Tackles', '14')]","[('14', 'Interceptions', '5')]","[('30', 'Aerials Won', '33')]","[('9', 'Clearances', '32')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '20')]","[('16', 'Throw Ins', '16')]","[('49', 'Long Balls', '74')]"
"[('7', 'Fouls', '12')]","[('8', 'Corners', '3')]","[('31', 'Crosses', '12')]","[('789', 'Touches', '493')]","[('16', 'Tackles', '10')]","[('5', 'Interceptions', '14')]","[('20', 'Aerials Won', '21')]","[('13', 'Clearances', '32')]","[('2', 'Offsides', '1')]","[('7', 'Goal Kicks', '11')]","[('17', 'Throw Ins', '17')]","[('40', 'Long Balls', '45')]"
[],[],[],"[('2', 'Touches', '0')]",[],[],[],[],[],[],[],[]
"[('16', 'Fouls', '8')]","[('9', 'Corners', '8')]","[('19', 'Crosses', '16')]","[('638', 'Touches', '432')]","[('6', 'Tackles', '14')]","[('7', 'Interceptions', '7')]","[('26', 'Aerials Won', '19')]","[('14', 'Clearances', '18')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '11')]","[('19', 'Throw Ins', '11')]","[('49', 'Long Balls', '54')]"
"[('15', 'Fouls', '16')]","[('10', 'Corners', '8')]","[('23', 'Crosses', '26')]","[('605', 'Touches', '553')]","[('15', 'Tackles', '13')]","[('8', 'Interceptions', '12')]","[('15', 'Aerials Won', '15')]","[('28', 'Clearances', '24')]","[('4', 'Offsides', '1')]","[('4', 'Goal Kicks', '13')]","[('24', 'Throw Ins', '24')]","[('39', 'Long Balls', '63')]"
"[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]","[('', '', '')]"
"[('6', 'Fouls', '16')]","[('2', 'Corners', '2')]","[('25', 'Crosses', '12')]","[('803', 'Touches', '667')]","[('25', 'Tackles', '13')]","[('4', 'Interceptions', '16')]","[('10', 'Aerials Won', '17')]","[('3', 'Clearances', '24')]","[('0', 'Offsides', '1')]","[('2', 'Goal Kicks', '13')]","[('18', 'Throw Ins', '14')]","[('29', 'Long Balls', '59')]"
"[('19', 'Fouls', '16')]","[('5', 'Corners', '4')]","[('13', 'Crosses', '13')]","[('531', 'Touches', '628')]","[('15', 'Tackles', '19')]","[('9', 'Interceptions', '9')]","[('15', 'Aerials Won', '8')]","[('16', 'Clearances', '14')]","[('2', 'Offsides', '3')]","[('3', 'Goal Kicks', '9')]","[('22', 'Throw Ins', '23')]","[('35', 'Long Balls', '70')]"
[],[],[],"[('0', 'Touches', '2')]",[],[],[],[],[],[],[],[]
"[('13', 'Fouls', '17')]","[('3', 'Corners', '8')]","[('12', 'Crosses', '21')]","[('454', 'Touches', '652')]","[('10', 'Tackles', '12')]","[('7', 'Interceptions', '8')]","[('13', 'Aerials Won', '18')]","[('36', 'Clearances', '13')]","[('0', 'Offsides', '0')]","[('17', 'Goal Kicks', '6')]","[('15', 'Throw Ins', '24')]","[('60', 'Long Balls', '46')]"
"[('19', 'Fouls', '16')]","[('4', 'Corners', '4')]","[('13', 'Crosses', '17')]","[('474', 'Touches', '684')]","[('17', 'Tackles', '13')]","[('12', 'Interceptions', '4')]","[('22', 'Aerials Won', '21')]","[('18', 'Clearances', '8')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '10')]","[('19', 'Throw Ins', '19')]","[('43', 'Long Balls', '35')]"
"[('15', 'Fouls', '15')]","[('1', 'Corners', '2')]","[('14', 'Crosses', '20')]","[('702', 'Touches', '621')]","[('15', 'Tackles', '12')]","[('15', 'Interceptions', '15')]","[('21', 'Aerials Won', '15')]","[('24', 'Clearances', '21')]","[('0', 'Offsides', '3')]","[('4', 'Goal Kicks', '5')]","[('24', 'Throw Ins', '21')]","[('58', 'Long Balls', '44')]"
"[('9', 'Fouls', '19')]","[('5', 'Corners', '3')]","[('22', 'Crosses', '14')]","[('637', 'Touches', '624')]","[('16', 'Tackles', '26')]","[('12', 'Interceptions', '8')]","[('29', 'Aerials Won', '21')]","[('22', 'Clearances', '21')]","[('2', 'Offsides', '0')]","[('12', 'Goal Kicks', '14')]","[('26', 'Throw Ins', '31')]","[('60', 'Long Balls', '64')]"
"[('10', 'Fouls', '20')]","[('4', 'Corners', '3')]","[('18', 'Crosses', '8')]","[('645', 'Touches', '406')]","[('7', 'Tackles', '8')]","[('4', 'Interceptions', '11')]","[('15', 'Aerials Won', '15')]","[('8', 'Clearances', '13')]","[('0', 'Offsides', '1')]","[('5', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '12')]","[('58', 'Long Balls', '47')]"
"[('16', 'Fouls', '19')]","[('10', 'Corners', '4')]","[('20', 'Crosses', '15')]","[('640', 'Touches', '535')]","[('13', 'Tackles', '16')]","[('13', 'Interceptions', '10')]","[('11', 'Aerials Won', '20')]","[('17', 'Clearances', '12')]","[('4', 'Offsides', '1')]","[('6', 'Goal Kicks', '13')]","[('12', 'Throw Ins', '13')]","[('54', 'Long Balls', '55')]"
"[('14', 'Fouls', '14')]","[('4', 'Corners', '4')]","[('21', 'Crosses', '9')]","[('564', 'Touches', '791')]","[('21', 'Tackles', '19')]","[('9', 'Interceptions', '8')]","[('16', 'Aerials Won', '12')]","[('13', 'Clearances', '15')]","[('1', 'Offsides', '1')]","[('0', 'Goal Kicks', '12')]","[('23', 'Throw Ins', '16')]","[('37', 'Long Balls', '83')]"
"[('16', 'Fouls', '13')]","[('9', 'Corners', '3')]","[('41', 'Crosses', '13')]","[('723', 'Touches', '545')]","[('14', 'Tackles', '12')]","[('8', 'Interceptions', '7')]","[('20', 'Aerials Won', '10')]","[('12', 'Clearances', '32')]","[('0', 'Offsides', '2')]","[('6', 'Goal Kicks', '12')]","[('19', 'Throw Ins', '10')]","[('40', 'Long Balls', '82')]"
"[('12', 'Fouls', '18')]","[('5', 'Corners', '2')]","[('39', 'Crosses', '12')]","[('595', 'Touches', '467')]","[('11', 'Tackles', '22')]","[('15', 'Interceptions', '11')]","[('17', 'Aerials Won', '18')]","[('8', 'Clearances', '34')]","[('0', 'Offsides', '0')]","[('11', 'Goal Kicks', '21')]","[('26', 'Throw Ins', '15')]","[('36', 'Long Balls', '58')]"
"[('13', 'Fouls', '10')]","[('13', 'Corners', '3')]","[('35', 'Crosses', '14')]","[('760', 'Touches', '490')]","[('12', 'Tackles', '23')]","[('2', 'Interceptions', '8')]","[('16', 'Aerials Won', '14')]","[('12', 'Clearances', '39')]","[('0', 'Offsides', '1')]","[('4', 'Goal Kicks', '14')]","[('23', 'Throw Ins', '13')]","[('36', 'Long Balls', '60')]"
"[('15', 'Fouls', '20')]","[('2', 'Corners', '6')]","[('11', 'Crosses', '16')]","[('613', 'Touches', '706')]","[('14', 'Tackles', '8')]","[('11', 'Interceptions', '9')]","[('8', 'Aerials Won', '17')]","[('11', 'Clearances', '27')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '5')]","[('10', 'Throw Ins', '15')]","[('41', 'Long Balls', '39')]"
"[('9', 'Fouls', '16')]","[('9', 'Corners', '1')]","[('38', 'Crosses', '2')]","[('749', 'Touches', '416')]","[('13', 'Tackles', '20')]","[('7', 'Interceptions', '14')]","[('24', 'Aerials Won', '21')]","[('7', 'Clearances', '54')]","[('1', 'Offsides', '2')]","[('3', 'Goal Kicks', '14')]","[('41', 'Throw Ins', '12')]","[('31', 'Long Balls', '68')]"
"[('26', 'Fouls', '20')]","[('3', 'Corners', '4')]","[('16', 'Crosses', '17')]","[('557', 'Touches', '691')]","[('21', 'Tackles', '18')]","[('8', 'Interceptions', '14')]","[('9', 'Aerials Won', '18')]","[('19', 'Clearances', '15')]","[('0', 'Offsides', '0')]","[('10', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '19')]","[('48', 'Long Balls', '43')]"
"[('9', 'Fouls', '12')]","[('6', 'Corners', '8')]","[('23', 'Crosses', '27')]","[('611', 'Touches', '556')]","[('14', 'Tackles', '11')]","[('15', 'Interceptions', '7')]","[('21', 'Aerials Won', '14')]","[('24', 'Clearances', '23')]","[('4', 'Offsides', '0')]","[('6', 'Goal Kicks', '10')]","[('25', 'Throw Ins', '17')]","[('57', 'Long Balls', '48')]"
"[('18', 'Fouls', '19')]","[('3', 'Corners', '2')]","[('19', 'Crosses', '11')]","[('666', 'Touches', '398')]","[('19', 'Tackles', '17')]","[('8', 'Interceptions', '11')]","[('9', 'Aerials Won', '10')]","[('7', 'Clearances', '19')]","[('2', 'Offsides', '0')]","[('3', 'Goal Kicks', '13')]","[('21', 'Throw Ins', '12')]","[('48', 'Long Balls', '41')]"
"[('15', 'Fouls', '14')]","[('9', 'Corners', '6')]","[('31', 'Crosses', '31')]","[('436', 'Touches', '679')]","[('14', 'Tackles', '9')]","[('7', 'Interceptions', '4')]","[('12', 'Aerials Won', '23')]","[('19', 'Clearances', '26')]","[('1', 'Offsides', '0')]","[('10', 'Goal Kicks', '10')]","[('10', 'Throw Ins', '14')]","[('53', 'Long Balls', '42')]"
"[('19', 'Fouls', '19')]","[('8', 'Corners', '2')]","[('19', 'Crosses', '16')]","[('567', 'Touches', '696')]","[('14', 'Tackles', '19')]","[('9', 'Interceptions', '5')]","[('13', 'Aerials Won', '19')]","[('20', 'Clearances', '16')]","[('3', 'Offsides', '1')]","[('6', 'Goal Kicks', '5')]","[('20', 'Throw Ins', '22')]","[('43', 'Long Balls', '54')]"
"[('21', 'Fouls', '11')]","[('2', 'Corners', '6')]","[('12', 'Crosses', '14')]","[('587', 'Touches', '666')]","[('16', 'Tackles', '11')]","[('11', 'Interceptions', '8')]","[('12', 'Aerials Won', '6')]","[('13', 'Clearances', '16')]","[('1', 'Offsides', '2')]","[('4', 'Goal Kicks', '12')]","[('8', 'Throw Ins', '14')]","[('29', 'Long Balls', '35')]"
"[('17', 'Fouls', '24')]","[('6', 'Corners', '4')]","[('25', 'Crosses', '8')]","[('526', 'Touches', '672')]","[('15', 'Tackles', '20')]","[('9', 'Interceptions', '11')]","[('18', 'Aerials Won', '13')]","[('2', 'Clearances', '23')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '12')]","[('14', 'Throw Ins', '15')]","[('34', 'Long Balls', '30')]"
