match_report_link,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
"https://fbref.com/en/matches/37434833/Cruzeiro-Atletico-Mineiro-October-22-2017-Serie-A"">Match Report","[('23', 'Fouls', '14')]","[('6', 'Corners', '3')]","[('31', 'Crosses', '15')]","[('644', 'Touches', '528')]","[('15', 'Tackles', '16')]","[('9', 'Interceptions', '12')]","[('9', 'Aerials Won', '12')]","[('14', 'Clearances', '25')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '11')]","[('17', 'Throw Ins', '16')]","[('40', 'Long Balls', '49')]","[('23', 'Fouls', '14')]","[('6', 'Corners', '3')]","[('31', 'Crosses', '15')]","[('644', 'Touches', '528')]","[('15', 'Tackles', '16')]","[('9', 'Interceptions', '12')]","[('9', 'Aerials Won', '12')]","[('14', 'Clearances', '25')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '11')]","[('17', 'Throw Ins', '16')]","[('40', 'Long Balls', '49')]"
"https://fbref.com/en/matches/b8c72174/Ponte-Preta-Avai-October-22-2017-Serie-A"">Match Report","[('19', 'Fouls', '19')]","[('12', 'Corners', '5')]","[('61', 'Crosses', '13')]","[('731', 'Touches', '434')]","[('11', 'Tackles', '13')]","[('12', 'Interceptions', '14')]","[('26', 'Aerials Won', '25')]","[('24', 'Clearances', '41')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '17')]","[('22', 'Throw Ins', '15')]","[('56', 'Long Balls', '74')]","[('19', 'Fouls', '19')]","[('12', 'Corners', '5')]","[('61', 'Crosses', '13')]","[('731', 'Touches', '434')]","[('11', 'Tackles', '13')]","[('12', 'Interceptions', '14')]","[('26', 'Aerials Won', '25')]","[('24', 'Clearances', '41')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '17')]","[('22', 'Throw Ins', '15')]","[('56', 'Long Balls', '74')]"
"https://fbref.com/en/matches/82feddc9/Classico-dos-Milhoes-Flamengo-Vasco-da-Gama-October-28-2017-Serie-A"">Match Report","[('16', 'Fouls', '12')]","[('5', 'Corners', '2')]","[('20', 'Crosses', '12')]","[('641', 'Touches', '519')]","[('17', 'Tackles', '17')]","[('15', 'Interceptions', '18')]","[('22', 'Aerials Won', '15')]","[('16', 'Clearances', '17')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '13')]","[('26', 'Throw Ins', '21')]","[('43', 'Long Balls', '65')]","[('16', 'Fouls', '12')]","[('5', 'Corners', '2')]","[('20', 'Crosses', '12')]","[('641', 'Touches', '519')]","[('17', 'Tackles', '17')]","[('15', 'Interceptions', '18')]","[('22', 'Aerials Won', '15')]","[('16', 'Clearances', '17')]","[('2', 'Offsides', '1')]","[('5', 'Goal Kicks', '13')]","[('26', 'Throw Ins', '21')]","[('43', 'Long Balls', '65')]"
"https://fbref.com/en/matches/3c7f3ca9/Fluminense-Bahia-October-29-2017-Serie-A"">Match Report","[('19', 'Fouls', '17')]","[('2', 'Corners', '4')]","[('32', 'Crosses', '17')]","[('775', 'Touches', '510')]","[('22', 'Tackles', '16')]","[('13', 'Interceptions', '8')]","[('15', 'Aerials Won', '27')]","[('12', 'Clearances', '63')]","[('1', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('31', 'Throw Ins', '18')]","[('45', 'Long Balls', '57')]","[('19', 'Fouls', '17')]","[('2', 'Corners', '4')]","[('32', 'Crosses', '17')]","[('775', 'Touches', '510')]","[('22', 'Tackles', '16')]","[('13', 'Interceptions', '8')]","[('15', 'Aerials Won', '27')]","[('12', 'Clearances', '63')]","[('1', 'Offsides', '1')]","[('6', 'Goal Kicks', '8')]","[('31', 'Throw Ins', '18')]","[('45', 'Long Balls', '57')]"
"https://fbref.com/en/matches/5708473e/Sport-Recife-Coritiba-October-29-2017-Serie-A"">Match Report","[('21', 'Fouls', '21')]","[('11', 'Corners', '7')]","[('41', 'Crosses', '15')]","[('593', 'Touches', '492')]","[('19', 'Tackles', '19')]","[('12', 'Interceptions', '18')]","[('32', 'Aerials Won', '29')]","[('21', 'Clearances', '41')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('23', 'Throw Ins', '11')]","[('36', 'Long Balls', '58')]","[('21', 'Fouls', '21')]","[('11', 'Corners', '7')]","[('41', 'Crosses', '15')]","[('593', 'Touches', '492')]","[('19', 'Tackles', '19')]","[('12', 'Interceptions', '18')]","[('32', 'Aerials Won', '29')]","[('21', 'Clearances', '41')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '11')]","[('23', 'Throw Ins', '11')]","[('36', 'Long Balls', '58')]"
"https://fbref.com/en/matches/5ce831d6/Santos-Atletico-Mineiro-November-4-2017-Serie-A"">Match Report","[('12', 'Fouls', '18')]","[('10', 'Corners', '7')]","[('26', 'Crosses', '20')]","[('651', 'Touches', '633')]","[('23', 'Tackles', '15')]","[('18', 'Interceptions', '13')]","[('17', 'Aerials Won', '11')]","[('25', 'Clearances', '21')]","[('3', 'Offsides', '4')]","[('5', 'Goal Kicks', '12')]","[('16', 'Throw Ins', '20')]","[('43', 'Long Balls', '51')]","[('12', 'Fouls', '18')]","[('10', 'Corners', '7')]","[('26', 'Crosses', '20')]","[('651', 'Touches', '633')]","[('23', 'Tackles', '15')]","[('18', 'Interceptions', '13')]","[('17', 'Aerials Won', '11')]","[('25', 'Clearances', '21')]","[('3', 'Offsides', '4')]","[('5', 'Goal Kicks', '12')]","[('16', 'Throw Ins', '20')]","[('43', 'Long Balls', '51')]"
"https://fbref.com/en/matches/0f3b1b83/Coritiba-Avai-November-4-2017-Serie-A"">Match Report","[('15', 'Fouls', '6')]","[('3', 'Corners', '6')]","[('9', 'Crosses', '22')]","[('606', 'Touches', '638')]","[('30', 'Tackles', '15')]","[('22', 'Interceptions', '21')]","[('11', 'Aerials Won', '21')]","[('35', 'Clearances', '10')]","[('2', 'Offsides', '2')]","[('8', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '33')]","[('67', 'Long Balls', '41')]","[('15', 'Fouls', '6')]","[('3', 'Corners', '6')]","[('9', 'Crosses', '22')]","[('606', 'Touches', '638')]","[('30', 'Tackles', '15')]","[('22', 'Interceptions', '21')]","[('11', 'Aerials Won', '21')]","[('35', 'Clearances', '10')]","[('2', 'Offsides', '2')]","[('8', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '33')]","[('67', 'Long Balls', '41')]"
"https://fbref.com/en/matches/13ebde5f/Cruzeiro-Atletico-Paranaense-November-5-2017-Serie-A"">Match Report","[('9', 'Fouls', '13')]","[('4', 'Corners', '5')]","[('23', 'Crosses', '21')]","[('652', 'Touches', '701')]","[('19', 'Tackles', '9')]","[('13', 'Interceptions', '8')]","[('16', 'Aerials Won', '12')]","[('18', 'Clearances', '12')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '12')]","[('20', 'Throw Ins', '21')]","[('47', 'Long Balls', '64')]","[('9', 'Fouls', '13')]","[('4', 'Corners', '5')]","[('23', 'Crosses', '21')]","[('652', 'Touches', '701')]","[('19', 'Tackles', '9')]","[('13', 'Interceptions', '8')]","[('16', 'Aerials Won', '12')]","[('18', 'Clearances', '12')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '12')]","[('20', 'Throw Ins', '21')]","[('47', 'Long Balls', '64')]"
"https://fbref.com/en/matches/07177f26/Chapecoense-Sport-Recife-November-5-2017-Serie-A"">Match Report","[('21', 'Fouls', '16')]","[('0', 'Corners', '2')]","[('7', 'Crosses', '10')]","[('469', 'Touches', '575')]","[('12', 'Tackles', '15')]","[('12', 'Interceptions', '7')]","[('7', 'Aerials Won', '16')]","[('20', 'Clearances', '6')]","[('1', 'Offsides', '3')]","[('8', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '25')]","[('62', 'Long Balls', '65')]","[('21', 'Fouls', '16')]","[('0', 'Corners', '2')]","[('7', 'Crosses', '10')]","[('469', 'Touches', '575')]","[('12', 'Tackles', '15')]","[('12', 'Interceptions', '7')]","[('7', 'Aerials Won', '16')]","[('20', 'Clearances', '6')]","[('1', 'Offsides', '3')]","[('8', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '25')]","[('62', 'Long Balls', '65')]"
"https://fbref.com/en/matches/3bf1f637/Sport-Recife-Botafogo-RJ-November-8-2017-Serie-A"">Match Report","[('13', 'Fouls', '20')]","[('9', 'Corners', '0')]","[('44', 'Crosses', '5')]","[('816', 'Touches', '564')]","[('14', 'Tackles', '27')]","[('12', 'Interceptions', '17')]","[('27', 'Aerials Won', '16')]","[('6', 'Clearances', '53')]","[('0', 'Offsides', '1')]","[('2', 'Goal Kicks', '12')]","[('43', 'Throw Ins', '20')]","[('46', 'Long Balls', '72')]","[('13', 'Fouls', '20')]","[('9', 'Corners', '0')]","[('44', 'Crosses', '5')]","[('816', 'Touches', '564')]","[('14', 'Tackles', '27')]","[('12', 'Interceptions', '17')]","[('27', 'Aerials Won', '16')]","[('6', 'Clearances', '53')]","[('0', 'Offsides', '1')]","[('2', 'Goal Kicks', '12')]","[('43', 'Throw Ins', '20')]","[('46', 'Long Balls', '72')]"
"https://fbref.com/en/matches/ffc1103a/Santos-Vasco-da-Gama-November-8-2017-Serie-A"">Match Report","[('14', 'Fouls', '14')]","[('6', 'Corners', '6')]","[('16', 'Crosses', '17')]","[('657', 'Touches', '554')]","[('18', 'Tackles', '16')]","[('16', 'Interceptions', '16')]","[('12', 'Aerials Won', '19')]","[('20', 'Clearances', '22')]","[('2', 'Offsides', '3')]","[('16', 'Goal Kicks', '6')]","[('28', 'Throw Ins', '24')]","[('64', 'Long Balls', '29')]","[('14', 'Fouls', '14')]","[('6', 'Corners', '6')]","[('16', 'Crosses', '17')]","[('657', 'Touches', '554')]","[('18', 'Tackles', '16')]","[('16', 'Interceptions', '16')]","[('12', 'Aerials Won', '19')]","[('20', 'Clearances', '22')]","[('2', 'Offsides', '3')]","[('16', 'Goal Kicks', '6')]","[('28', 'Throw Ins', '24')]","[('64', 'Long Balls', '29')]"
"https://fbref.com/en/matches/80881696/Sao-Paulo-Chapecoense-November-9-2017-Serie-A"">Match Report","[('8', 'Fouls', '14')]","[('13', 'Corners', '3')]","[('41', 'Crosses', '13')]","[('812', 'Touches', '496')]","[('15', 'Tackles', '22')]","[('11', 'Interceptions', '14')]","[('9', 'Aerials Won', '10')]","[('11', 'Clearances', '48')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '7')]","[('33', 'Throw Ins', '23')]","[('30', 'Long Balls', '48')]","[('8', 'Fouls', '14')]","[('13', 'Corners', '3')]","[('41', 'Crosses', '13')]","[('812', 'Touches', '496')]","[('15', 'Tackles', '22')]","[('11', 'Interceptions', '14')]","[('9', 'Aerials Won', '10')]","[('11', 'Clearances', '48')]","[('0', 'Offsides', '1')]","[('7', 'Goal Kicks', '7')]","[('33', 'Throw Ins', '23')]","[('30', 'Long Balls', '48')]"
"https://fbref.com/en/matches/40b140c2/Corinthians-Avai-November-11-2017-Serie-A"">Match Report","[('15', 'Fouls', '12')]","[('7', 'Corners', '6')]","[('32', 'Crosses', '18')]","[('828', 'Touches', '520')]","[('14', 'Tackles', '11')]","[('13', 'Interceptions', '19')]","[('13', 'Aerials Won', '14')]","[('20', 'Clearances', '27')]","[('0', 'Offsides', '2')]","[('10', 'Goal Kicks', '9')]","[('25', 'Throw Ins', '19')]","[('53', 'Long Balls', '45')]","[('15', 'Fouls', '12')]","[('7', 'Corners', '6')]","[('32', 'Crosses', '18')]","[('828', 'Touches', '520')]","[('14', 'Tackles', '11')]","[('13', 'Interceptions', '19')]","[('13', 'Aerials Won', '14')]","[('20', 'Clearances', '27')]","[('0', 'Offsides', '2')]","[('10', 'Goal Kicks', '9')]","[('25', 'Throw Ins', '19')]","[('53', 'Long Balls', '45')]"
"https://fbref.com/en/matches/6f41bcd3/Gremio-Vitoria-November-12-2017-Serie-A"">Match Report","[('14', 'Fouls', '16')]","[('8', 'Corners', '2')]","[('23', 'Crosses', '8')]","[('789', 'Touches', '409')]","[('18', 'Tackles', '7')]","[('10', 'Interceptions', '16')]","[('12', 'Aerials Won', '13')]","[('14', 'Clearances', '22')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '16')]","[('15', 'Throw Ins', '19')]","[('55', 'Long Balls', '73')]","[('14', 'Fouls', '16')]","[('8', 'Corners', '2')]","[('23', 'Crosses', '8')]","[('789', 'Touches', '409')]","[('18', 'Tackles', '7')]","[('10', 'Interceptions', '16')]","[('12', 'Aerials Won', '13')]","[('14', 'Clearances', '22')]","[('2', 'Offsides', '1')]","[('6', 'Goal Kicks', '16')]","[('15', 'Throw Ins', '19')]","[('55', 'Long Balls', '73')]"
"https://fbref.com/en/matches/351235d6/Coritiba-Ponte-Preta-November-12-2017-Serie-A"">Match Report","[('17', 'Fouls', '15')]","[('5', 'Corners', '10')]","[('28', 'Crosses', '20')]","[('632', 'Touches', '484')]","[('18', 'Tackles', '14')]","[('13', 'Interceptions', '17')]","[('26', 'Aerials Won', '29')]","[('32', 'Clearances', '37')]","[('3', 'Offsides', '1')]","[('11', 'Goal Kicks', '13')]","[('26', 'Throw Ins', '28')]","[('78', 'Long Balls', '72')]","[('17', 'Fouls', '15')]","[('5', 'Corners', '10')]","[('28', 'Crosses', '20')]","[('632', 'Touches', '484')]","[('18', 'Tackles', '14')]","[('13', 'Interceptions', '17')]","[('26', 'Aerials Won', '29')]","[('32', 'Clearances', '37')]","[('3', 'Offsides', '1')]","[('11', 'Goal Kicks', '13')]","[('26', 'Throw Ins', '28')]","[('78', 'Long Balls', '72')]"
"https://fbref.com/en/matches/20cd733c/Ponte-Preta-Atletico-Paranaense-November-15-2017-Serie-A"">Match Report","[('12', 'Fouls', '10')]","[('5', 'Corners', '6')]","[('20', 'Crosses', '19')]","[('512', 'Touches', '678')]","[('11', 'Tackles', '11')]","[('19', 'Interceptions', '14')]","[('35', 'Aerials Won', '26')]","[('30', 'Clearances', '33')]","[('1', 'Offsides', '1')]","[('13', 'Goal Kicks', '6')]","[('27', 'Throw Ins', '24')]","[('65', 'Long Balls', '93')]","[('12', 'Fouls', '10')]","[('5', 'Corners', '6')]","[('20', 'Crosses', '19')]","[('512', 'Touches', '678')]","[('11', 'Tackles', '11')]","[('19', 'Interceptions', '14')]","[('35', 'Aerials Won', '26')]","[('30', 'Clearances', '33')]","[('1', 'Offsides', '1')]","[('13', 'Goal Kicks', '6')]","[('27', 'Throw Ins', '24')]","[('65', 'Long Balls', '93')]"
"https://fbref.com/en/matches/6660b1a4/Corinthians-Fluminense-November-15-2017-Serie-A"">Match Report","[('12', 'Fouls', '26')]","[('3', 'Corners', '8')]","[('28', 'Crosses', '19')]","[('698', 'Touches', '478')]","[('8', 'Tackles', '20')]","[('11', 'Interceptions', '16')]","[('20', 'Aerials Won', '12')]","[('15', 'Clearances', '40')]","[('0', 'Offsides', '1')]","[('11', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '17')]","[('39', 'Long Balls', '44')]","[('12', 'Fouls', '26')]","[('3', 'Corners', '8')]","[('28', 'Crosses', '19')]","[('698', 'Touches', '478')]","[('8', 'Tackles', '20')]","[('11', 'Interceptions', '16')]","[('20', 'Aerials Won', '12')]","[('15', 'Clearances', '40')]","[('0', 'Offsides', '1')]","[('11', 'Goal Kicks', '11')]","[('26', 'Throw Ins', '17')]","[('39', 'Long Balls', '44')]"
"https://fbref.com/en/matches/537db0ea/Botafogo-RJ-Atletico-Goianiense-November-16-2017-Serie-A"">Match Report","[('12', 'Fouls', '17')]","[('8', 'Corners', '5')]","[('43', 'Crosses', '14')]","[('758', 'Touches', '517')]","[('17', 'Tackles', '23')]","[('19', 'Interceptions', '20')]","[('31', 'Aerials Won', '19')]","[('16', 'Clearances', '39')]","[('1', 'Offsides', '3')]","[('6', 'Goal Kicks', '15')]","[('21', 'Throw Ins', '27')]","[('67', 'Long Balls', '55')]","[('12', 'Fouls', '17')]","[('8', 'Corners', '5')]","[('43', 'Crosses', '14')]","[('758', 'Touches', '517')]","[('17', 'Tackles', '23')]","[('19', 'Interceptions', '20')]","[('31', 'Aerials Won', '19')]","[('16', 'Clearances', '39')]","[('1', 'Offsides', '3')]","[('6', 'Goal Kicks', '15')]","[('21', 'Throw Ins', '27')]","[('67', 'Long Balls', '55')]"
"https://fbref.com/en/matches/a3740ebc/Coritiba-Flamengo-November-16-2017-Serie-A"">Match Report","[('20', 'Fouls', '12')]","[('4', 'Corners', '3')]","[('12', 'Crosses', '32')]","[('412', 'Touches', '684')]","[('21', 'Tackles', '13')]","[('8', 'Interceptions', '8')]","[('17', 'Aerials Won', '22')]","[('40', 'Clearances', '16')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '6')]","[('19', 'Throw Ins', '25')]","[('49', 'Long Balls', '43')]","[('20', 'Fouls', '12')]","[('4', 'Corners', '3')]","[('12', 'Crosses', '32')]","[('412', 'Touches', '684')]","[('21', 'Tackles', '13')]","[('8', 'Interceptions', '8')]","[('17', 'Aerials Won', '22')]","[('40', 'Clearances', '16')]","[('0', 'Offsides', '1')]","[('12', 'Goal Kicks', '6')]","[('19', 'Throw Ins', '25')]","[('49', 'Long Balls', '43')]"
"https://fbref.com/en/matches/659307ae/Flamengo-Corinthians-November-19-2017-Serie-A"">Match Report","[('20', 'Fouls', '16')]","[('6', 'Corners', '8')]","[('16', 'Crosses', '19')]","[('592', 'Touches', '612')]","[('18', 'Tackles', '8')]","[('12', 'Interceptions', '10')]","[('6', 'Aerials Won', '17')]","[('20', 'Clearances', '15')]","[('3', 'Offsides', '0')]","[('9', 'Goal Kicks', '8')]","[('11', 'Throw Ins', '22')]","[('61', 'Long Balls', '41')]","[('20', 'Fouls', '16')]","[('6', 'Corners', '8')]","[('16', 'Crosses', '19')]","[('592', 'Touches', '612')]","[('18', 'Tackles', '8')]","[('12', 'Interceptions', '10')]","[('6', 'Aerials Won', '17')]","[('20', 'Clearances', '15')]","[('3', 'Offsides', '0')]","[('9', 'Goal Kicks', '8')]","[('11', 'Throw Ins', '22')]","[('61', 'Long Balls', '41')]"
"https://fbref.com/en/matches/b2f0155c/Atletico-Paranaense-Vasco-da-Gama-November-19-2017-Serie-A"">Match Report","[('8', 'Fouls', '8')]","[('7', 'Corners', '5')]","[('28', 'Crosses', '18')]","[('558', 'Touches', '707')]","[('9', 'Tackles', '14')]","[('17', 'Interceptions', '24')]","[('17', 'Aerials Won', '22')]","[('29', 'Clearances', '25')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '15')]","[('22', 'Throw Ins', '23')]","[('64', 'Long Balls', '59')]","[('8', 'Fouls', '8')]","[('7', 'Corners', '5')]","[('28', 'Crosses', '18')]","[('558', 'Touches', '707')]","[('9', 'Tackles', '14')]","[('17', 'Interceptions', '24')]","[('17', 'Aerials Won', '22')]","[('29', 'Clearances', '25')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '15')]","[('22', 'Throw Ins', '23')]","[('64', 'Long Balls', '59')]"
