match_report_link,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
"https://fbref.com/en/matches/9e8261a3/Atletico-Paranaense-Palmeiras-May-6-2018-Serie-A"">Match Report","[('10', 'Fouls', '15')]","[('3', 'Corners', '6')]","[('24', 'Crosses', '8')]","[('797', 'Touches', '543')]","[('9', 'Tackles', '17')]","[('16', 'Interceptions', '13')]","[('15', 'Aerials Won', '12')]","[('17', 'Clearances', '21')]","[('3', 'Offsides', '1')]","[('8', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '18')]","[('58', 'Long Balls', '60')]","[('10', 'Fouls', '15')]","[('3', 'Corners', '6')]","[('24', 'Crosses', '8')]","[('797', 'Touches', '543')]","[('9', 'Tackles', '17')]","[('16', 'Interceptions', '13')]","[('15', 'Aerials Won', '12')]","[('17', 'Clearances', '21')]","[('3', 'Offsides', '1')]","[('8', 'Goal Kicks', '11')]","[('21', 'Throw Ins', '18')]","[('58', 'Long Balls', '60')]"
"https://fbref.com/en/matches/d25daae3/Chapecoense-Parana-May-7-2018-Serie-A"">Match Report","[('10', 'Fouls', '16')]","[('6', 'Corners', '4')]","[('23', 'Crosses', '18')]","[('577', 'Touches', '564')]","[('22', 'Tackles', '19')]","[('21', 'Interceptions', '18')]","[('29', 'Aerials Won', '27')]","[('20', 'Clearances', '26')]","[('0', 'Offsides', '1')]","[('15', 'Goal Kicks', '12')]","[('22', 'Throw Ins', '42')]","[('59', 'Long Balls', '57')]","[('10', 'Fouls', '16')]","[('6', 'Corners', '4')]","[('23', 'Crosses', '18')]","[('577', 'Touches', '564')]","[('22', 'Tackles', '19')]","[('21', 'Interceptions', '18')]","[('29', 'Aerials Won', '27')]","[('20', 'Clearances', '26')]","[('0', 'Offsides', '1')]","[('15', 'Goal Kicks', '12')]","[('22', 'Throw Ins', '42')]","[('59', 'Long Balls', '57')]"
"https://fbref.com/en/matches/a774db71/Chapecoense-Flamengo-May-13-2018-Serie-A"">Match Report","[('18', 'Fouls', '17')]","[('3', 'Corners', '7')]","[('18', 'Crosses', '23')]","[('523', 'Touches', '642')]","[('18', 'Tackles', '28')]","[('12', 'Interceptions', '10')]","[('18', 'Aerials Won', '14')]","[('22', 'Clearances', '19')]","[('1', 'Offsides', '3')]","[('10', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '21')]","[('45', 'Long Balls', '56')]","[('18', 'Fouls', '17')]","[('3', 'Corners', '7')]","[('18', 'Crosses', '23')]","[('523', 'Touches', '642')]","[('18', 'Tackles', '28')]","[('12', 'Interceptions', '10')]","[('18', 'Aerials Won', '14')]","[('22', 'Clearances', '19')]","[('1', 'Offsides', '3')]","[('10', 'Goal Kicks', '8')]","[('17', 'Throw Ins', '21')]","[('45', 'Long Balls', '56')]"
"https://fbref.com/en/matches/fbb24194/Bahia-Sao-Paulo-May-13-2018-Serie-A"">Match Report","[('20', 'Fouls', '14')]","[('3', 'Corners', '3')]","[('8', 'Crosses', '25')]","[('578', 'Touches', '602')]","[('16', 'Tackles', '23')]","[('17', 'Interceptions', '21')]","[('18', 'Aerials Won', '23')]","[('37', 'Clearances', '15')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '33')]","[('49', 'Long Balls', '48')]","[('20', 'Fouls', '14')]","[('3', 'Corners', '3')]","[('8', 'Crosses', '25')]","[('578', 'Touches', '602')]","[('16', 'Tackles', '23')]","[('17', 'Interceptions', '21')]","[('18', 'Aerials Won', '23')]","[('37', 'Clearances', '15')]","[('1', 'Offsides', '1')]","[('7', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '33')]","[('49', 'Long Balls', '48')]"
"https://fbref.com/en/matches/5951a43a/Ceara-America-MG-May-14-2018-Serie-A"">Match Report","[('16', 'Fouls', '18')]","[('8', 'Corners', '2')]","[('31', 'Crosses', '9')]","[('734', 'Touches', '500')]","[('17', 'Tackles', '17')]","[('13', 'Interceptions', '22')]","[('33', 'Aerials Won', '19')]","[('9', 'Clearances', '32')]","[('2', 'Offsides', '3')]","[('5', 'Goal Kicks', '13')]","[('35', 'Throw Ins', '19')]","[('61', 'Long Balls', '65')]","[('16', 'Fouls', '18')]","[('8', 'Corners', '2')]","[('31', 'Crosses', '9')]","[('734', 'Touches', '500')]","[('17', 'Tackles', '17')]","[('13', 'Interceptions', '22')]","[('33', 'Aerials Won', '19')]","[('9', 'Clearances', '32')]","[('2', 'Offsides', '3')]","[('5', 'Goal Kicks', '13')]","[('35', 'Throw Ins', '19')]","[('61', 'Long Balls', '65')]"
"https://fbref.com/en/matches/d06c65ca/Classico-dos-Milhoes-Flamengo-Vasco-da-Gama-May-19-2018-Serie-A"">Match Report","[('16', 'Fouls', '24')]","[('6', 'Corners', '11')]","[('24', 'Crosses', '21')]","[('658', 'Touches', '495')]","[('14', 'Tackles', '18')]","[('13', 'Interceptions', '13')]","[('15', 'Aerials Won', '11')]","[('18', 'Clearances', '36')]","[('3', 'Offsides', '0')]","[('7', 'Goal Kicks', '10')]","[('24', 'Throw Ins', '14')]","[('53', 'Long Balls', '52')]","[('16', 'Fouls', '24')]","[('6', 'Corners', '11')]","[('24', 'Crosses', '21')]","[('658', 'Touches', '495')]","[('14', 'Tackles', '18')]","[('13', 'Interceptions', '13')]","[('15', 'Aerials Won', '11')]","[('18', 'Clearances', '36')]","[('3', 'Offsides', '0')]","[('7', 'Goal Kicks', '10')]","[('24', 'Throw Ins', '14')]","[('53', 'Long Balls', '52')]"
"https://fbref.com/en/matches/c8cd153f/Sao-Paulo-Santos-May-20-2018-Serie-A"">Match Report","[('13', 'Fouls', '6')]","[('4', 'Corners', '2')]","[('28', 'Crosses', '16')]","[('535', 'Touches', '758')]","[('20', 'Tackles', '8')]","[('13', 'Interceptions', '20')]","[('27', 'Aerials Won', '14')]","[('27', 'Clearances', '19')]","[('2', 'Offsides', '1')]","[('11', 'Goal Kicks', '12')]","[('20', 'Throw Ins', '36')]","[('45', 'Long Balls', '59')]","[('13', 'Fouls', '6')]","[('4', 'Corners', '2')]","[('28', 'Crosses', '16')]","[('535', 'Touches', '758')]","[('20', 'Tackles', '8')]","[('13', 'Interceptions', '20')]","[('27', 'Aerials Won', '14')]","[('27', 'Clearances', '19')]","[('2', 'Offsides', '1')]","[('11', 'Goal Kicks', '12')]","[('20', 'Throw Ins', '36')]","[('45', 'Long Balls', '59')]"
"https://fbref.com/en/matches/91827ab5/Parana-Gremio-May-20-2018-Serie-A"">Match Report","[('16', 'Fouls', '18')]","[('1', 'Corners', '9')]","[('8', 'Crosses', '26')]","[('434', 'Touches', '907')]","[('26', 'Tackles', '10')]","[('20', 'Interceptions', '10')]","[('8', 'Aerials Won', '11')]","[('25', 'Clearances', '11')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '19')]","[('46', 'Long Balls', '63')]","[('16', 'Fouls', '18')]","[('1', 'Corners', '9')]","[('8', 'Crosses', '26')]","[('434', 'Touches', '907')]","[('26', 'Tackles', '10')]","[('20', 'Interceptions', '10')]","[('8', 'Aerials Won', '11')]","[('25', 'Clearances', '11')]","[('0', 'Offsides', '1')]","[('8', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '19')]","[('46', 'Long Balls', '63')]"
"https://fbref.com/en/matches/455c7d92/Fluminense-Chapecoense-May-26-2018-Serie-A"">Match Report","[('21', 'Fouls', '14')]","[('1', 'Corners', '6')]","[('5', 'Crosses', '30')]","[('568', 'Touches', '655')]","[('20', 'Tackles', '13')]","[('11', 'Interceptions', '16')]","[('18', 'Aerials Won', '13')]","[('29', 'Clearances', '9')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '30')]","[('62', 'Long Balls', '44')]","[('21', 'Fouls', '14')]","[('1', 'Corners', '6')]","[('5', 'Crosses', '30')]","[('568', 'Touches', '655')]","[('20', 'Tackles', '13')]","[('11', 'Interceptions', '16')]","[('18', 'Aerials Won', '13')]","[('29', 'Clearances', '9')]","[('1', 'Offsides', '0')]","[('8', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '30')]","[('62', 'Long Balls', '44')]"
"https://fbref.com/en/matches/899afb55/Parana-Atletico-Paranaense-May-27-2018-Serie-A"">Match Report","[('8', 'Fouls', '14')]","[('10', 'Corners', '4')]","[('22', 'Crosses', '16')]","[('452', 'Touches', '832')]","[('14', 'Tackles', '11')]","[('9', 'Interceptions', '10')]","[('10', 'Aerials Won', '13')]","[('11', 'Clearances', '21')]","[('1', 'Offsides', '1')]","[('12', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '25')]","[('53', 'Long Balls', '48')]","[('8', 'Fouls', '14')]","[('10', 'Corners', '4')]","[('22', 'Crosses', '16')]","[('452', 'Touches', '832')]","[('14', 'Tackles', '11')]","[('9', 'Interceptions', '10')]","[('10', 'Aerials Won', '13')]","[('11', 'Clearances', '21')]","[('1', 'Offsides', '1')]","[('12', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '25')]","[('53', 'Long Balls', '48')]"
"https://fbref.com/en/matches/1ecb3641/Bahia-Vasco-da-Gama-May-27-2018-Serie-A"">Match Report","[('20', 'Fouls', '16')]","[('4', 'Corners', '2')]","[('14', 'Crosses', '9')]","[('633', 'Touches', '596')]","[('12', 'Tackles', '14')]","[('21', 'Interceptions', '13')]","[('12', 'Aerials Won', '7')]","[('10', 'Clearances', '16')]","[('3', 'Offsides', '2')]","[('5', 'Goal Kicks', '6')]","[('17', 'Throw Ins', '19')]","[('36', 'Long Balls', '49')]","[('20', 'Fouls', '16')]","[('4', 'Corners', '2')]","[('14', 'Crosses', '9')]","[('633', 'Touches', '596')]","[('12', 'Tackles', '14')]","[('21', 'Interceptions', '13')]","[('12', 'Aerials Won', '7')]","[('10', 'Clearances', '16')]","[('3', 'Offsides', '2')]","[('5', 'Goal Kicks', '6')]","[('17', 'Throw Ins', '19')]","[('36', 'Long Balls', '49')]"
"https://fbref.com/en/matches/7e2badc7/Ceara-Gremio-May-27-2018-Serie-A"">Match Report","[('15', 'Fouls', '13')]","[('6', 'Corners', '3')]","[('15', 'Crosses', '14')]","[('562', 'Touches', '800')]","[('13', 'Tackles', '9')]","[('10', 'Interceptions', '9')]","[('18', 'Aerials Won', '18')]","[('17', 'Clearances', '22')]","[('1', 'Offsides', '0')]","[('4', 'Goal Kicks', '7')]","[('11', 'Throw Ins', '16')]","[('41', 'Long Balls', '48')]","[('15', 'Fouls', '13')]","[('6', 'Corners', '3')]","[('15', 'Crosses', '14')]","[('562', 'Touches', '800')]","[('13', 'Tackles', '9')]","[('10', 'Interceptions', '9')]","[('18', 'Aerials Won', '18')]","[('17', 'Clearances', '22')]","[('1', 'Offsides', '0')]","[('4', 'Goal Kicks', '7')]","[('11', 'Throw Ins', '16')]","[('41', 'Long Balls', '48')]"
"https://fbref.com/en/matches/a7337fcb/Sport-Recife-Atletico-Mineiro-May-30-2018-Serie-A"">Match Report","[('14', 'Fouls', '10')]","[('1', 'Corners', '3')]","[('20', 'Crosses', '17')]","[('545', 'Touches', '719')]","[('15', 'Tackles', '20')]","[('13', 'Interceptions', '10')]","[('11', 'Aerials Won', '14')]","[('22', 'Clearances', '16')]","[('3', 'Offsides', '5')]","[('7', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '18')]","[('49', 'Long Balls', '55')]","[('14', 'Fouls', '10')]","[('1', 'Corners', '3')]","[('20', 'Crosses', '17')]","[('545', 'Touches', '719')]","[('15', 'Tackles', '20')]","[('13', 'Interceptions', '10')]","[('11', 'Aerials Won', '14')]","[('22', 'Clearances', '16')]","[('3', 'Offsides', '5')]","[('7', 'Goal Kicks', '9')]","[('16', 'Throw Ins', '18')]","[('49', 'Long Balls', '55')]"
"https://fbref.com/en/matches/64f00de2/Cruzeiro-Palmeiras-May-30-2018-Serie-A"">Match Report","[('26', 'Fouls', '18')]","[('3', 'Corners', '3')]","[('16', 'Crosses', '12')]","[('637', 'Touches', '628')]","[('17', 'Tackles', '24')]","[('9', 'Interceptions', '23')]","[('17', 'Aerials Won', '12')]","[('18', 'Clearances', '29')]","[('3', 'Offsides', '1')]","[('1', 'Goal Kicks', '2')]","[('27', 'Throw Ins', '21')]","[('46', 'Long Balls', '60')]","[('26', 'Fouls', '18')]","[('3', 'Corners', '3')]","[('16', 'Crosses', '12')]","[('637', 'Touches', '628')]","[('17', 'Tackles', '24')]","[('9', 'Interceptions', '23')]","[('17', 'Aerials Won', '12')]","[('18', 'Clearances', '29')]","[('3', 'Offsides', '1')]","[('1', 'Goal Kicks', '2')]","[('27', 'Throw Ins', '21')]","[('46', 'Long Balls', '60')]"
"https://fbref.com/en/matches/06294460/Corinthians-America-MG-May-31-2018-Serie-A"">Match Report","[('14', 'Fouls', '13')]","[('1', 'Corners', '4')]","[('17', 'Crosses', '16')]","[('813', 'Touches', '601')]","[('13', 'Tackles', '19')]","[('21', 'Interceptions', '16')]","[('13', 'Aerials Won', '22')]","[('16', 'Clearances', '15')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '6')]","[('24', 'Throw Ins', '24')]","[('70', 'Long Balls', '51')]","[('14', 'Fouls', '13')]","[('1', 'Corners', '4')]","[('17', 'Crosses', '16')]","[('813', 'Touches', '601')]","[('13', 'Tackles', '19')]","[('21', 'Interceptions', '16')]","[('13', 'Aerials Won', '22')]","[('16', 'Clearances', '15')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '6')]","[('24', 'Throw Ins', '24')]","[('70', 'Long Balls', '51')]"
"https://fbref.com/en/matches/7c0e77d5/Internacional-Sport-Recife-June-2-2018-Serie-A"">Match Report","[('14', 'Fouls', '14')]","[('14', 'Corners', '3')]","[('39', 'Crosses', '12')]","[('690', 'Touches', '611')]","[('16', 'Tackles', '23')]","[('12', 'Interceptions', '23')]","[('31', 'Aerials Won', '20')]","[('15', 'Clearances', '39')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '17')]","[('32', 'Throw Ins', '23')]","[('52', 'Long Balls', '68')]","[('14', 'Fouls', '14')]","[('14', 'Corners', '3')]","[('39', 'Crosses', '12')]","[('690', 'Touches', '611')]","[('16', 'Tackles', '23')]","[('12', 'Interceptions', '23')]","[('31', 'Aerials Won', '20')]","[('15', 'Clearances', '39')]","[('2', 'Offsides', '2')]","[('7', 'Goal Kicks', '17')]","[('32', 'Throw Ins', '23')]","[('52', 'Long Balls', '68')]"
"https://fbref.com/en/matches/b992dff7/America-MG-Atletico-Paranaense-June-3-2018-Serie-A"">Match Report","[('9', 'Fouls', '15')]","[('9', 'Corners', '5')]","[('22', 'Crosses', '16')]","[('569', 'Touches', '719')]","[('9', 'Tackles', '15')]","[('18', 'Interceptions', '15')]","[('17', 'Aerials Won', '19')]","[('11', 'Clearances', '22')]","[('1', 'Offsides', '4')]","[('8', 'Goal Kicks', '7')]","[('18', 'Throw Ins', '18')]","[('60', 'Long Balls', '64')]","[('9', 'Fouls', '15')]","[('9', 'Corners', '5')]","[('22', 'Crosses', '16')]","[('569', 'Touches', '719')]","[('9', 'Tackles', '15')]","[('18', 'Interceptions', '15')]","[('17', 'Aerials Won', '19')]","[('11', 'Clearances', '22')]","[('1', 'Offsides', '4')]","[('8', 'Goal Kicks', '7')]","[('18', 'Throw Ins', '18')]","[('60', 'Long Balls', '64')]"
